,precision,recall,f1-score,support
alureon,0.314859437751004,0.4531791907514451,0.37156398104265403,865.0
banjori,1.0,1.0,1.0,865.0
bedep,0.4908940397350993,0.6855491329479769,0.5721177038109021,865.0
ccleaner,1.0,1.0,1.0,865.0
chinad,0.9606481481481481,0.9595375722543352,0.9600925390399073,865.0
corebot,1.0,0.9930635838150289,0.9965197215777262,865.0
cryptolocker,0.45429362880886426,0.5687861271676301,0.5051334702258727,865.0
dircrypt,0.38636363636363635,0.19653179190751446,0.260536398467433,865.0
dyre,1.0,1.0,1.0,865.0
fobber_v1,0.8182683158896289,0.9942196531791907,0.8977035490605427,865.0
fobber_v2,0.36125211505922167,0.4936416184971098,0.41719589643380556,865.0
gozi_gpl,0.9535673839184597,0.9734104046242774,0.963386727688787,865.0
gozi_luther,0.8681672025723473,0.9364161849710982,0.9010011123470524,865.0
gozi_nasa,0.8579088471849866,0.7398843930635838,0.7945375543140907,865.0
gozi_rfc4343,0.7405900305188199,0.8416184971098266,0.7878787878787877,865.0
kraken_v1,0.6902985074626866,0.8554913294797688,0.7640681466184822,865.0
kraken_v2,0.5872727272727273,0.37341040462427744,0.4565371024734982,865.0
locky,0.5623342175066313,0.49017341040462425,0.5237801111797405,865.0
matsnu,0.9572254335260115,0.9572254335260115,0.9572254335260115,865.0
murofet_v1,0.9851258581235698,0.9953757225433526,0.9902242668200114,865.0
murofet_v2,0.8620689655172413,0.953757225433526,0.9055982436882547,865.0
murofet_v3,1.0,0.9976878612716763,0.9988425925925927,865.0
necurs,0.9114285714285715,0.36878612716763004,0.5251028806584361,865.0
nymaim,0.9317073170731708,0.8832369942196532,0.9068249258160237,865.0
padcrypt,0.9965075669383003,0.9895953757225433,0.9930394431554525,865.0
pizd,0.8587075575027382,0.9063583815028902,0.8818897637795277,865.0
proslikefan,0.5413363533408834,0.5526011560693641,0.5469107551487414,865.0
pushdo,0.8996763754045307,0.9641618497109826,0.9308035714285714,865.0
pykspa,0.29646017699115046,0.15491329479768787,0.2034927866362946,865.0
pykspa_noise,0.33137485311398357,0.3260115606936416,0.3286713286713287,865.0
qadars,0.9327731092436975,0.8982658959537573,0.9151943462897527,865.0
qakbot,0.7121495327102804,0.44046242774566474,0.5442857142857144,865.0
ramdo,0.9931113662456946,1.0,0.9965437788018434,865.0
ramnit,0.3343558282208589,0.1260115606936416,0.18303946263643997,865.0
ranbyus_v1,0.7476635514018691,0.7398843930635838,0.7437536316095293,865.0
ranbyus_v2,0.7424071991001124,0.7630057803468208,0.7525655644241732,865.0
rovnix,0.942652329749104,0.9121387283236995,0.927144535840188,865.0
shiotob,0.8853092783505154,0.7942196531791907,0.8372943327239487,865.0
simda,0.8854054054054054,0.9468208092485549,0.9150837988826815,865.0
sisron,0.9988452655889145,1.0,0.999422299248989,865.0
suppobox_1,0.8991981672394044,0.9075144508670521,0.903337169159954,865.0
suppobox_2,0.9672514619883041,0.9560693641618497,0.9616279069767442,865.0
suppobox_3,0.9761904761904762,0.9953757225433526,0.9856897538637666,865.0
symmi,0.9942528735632183,1.0,0.9971181556195965,865.0
tempedreve,0.4900990099009901,0.6867052023121387,0.5719788155994222,865.0
tinba,0.4869109947643979,0.7526011560693642,0.5912806539509537,865.0
vawtrak_v1,0.9931113662456946,1.0,0.9965437788018434,865.0
vawtrak_v2,0.9516129032258065,0.9549132947976878,0.9532602423542988,865.0
vawtrak_v3,0.8790406673618353,0.9745664739884393,0.9243421052631579,865.0
zeus-newgoz,1.0,1.0,1.0,865.0
legit,0.8406961178045516,0.7260115606936416,0.7791563275434242,865.0
accuracy,0.7878272696361782,0.7878272696361782,0.7878272696361782,0.7878272696361782
macro avg,0.7896347876755597,0.7878272696361781,0.7807713954501363,44115.0
weighted avg,0.7896347876755597,0.7878272696361782,0.7807713954501363,44115.0
