
Test Phase Duration: 0:08:34 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.3199    0.6867    0.4364       865
     banjori     1.0000    1.0000    1.0000       865
       bedep     0.5944    0.6590    0.6250       865
    ccleaner     1.0000    1.0000    1.0000       865
      chinad     0.9468    0.9665    0.9565       865
     corebot     1.0000    0.9954    0.9977       865
cryptolocker     0.5446    0.4798    0.5101       865
    dircrypt     0.3084    0.3191    0.3136       865
        dyre     0.9988    1.0000    0.9994       865
   fobber_v1     0.8219    0.9873    0.8971       865
   fobber_v2     0.3256    0.2116    0.2565       865
    gozi_gpl     0.9403    0.9827    0.9610       865
 gozi_luther     0.9402    0.8543    0.8952       865
   gozi_nasa     0.8265    0.7434    0.7827       865
gozi_rfc4343     0.6893    0.8439    0.7588       865
   kraken_v1     0.8029    0.6312    0.7068       865
   kraken_v2     0.5231    0.5098    0.5164       865
       locky     0.6306    0.4578    0.5305       865
      matsnu     0.9067    0.9769    0.9405       865
  murofet_v1     0.9840    0.9965    0.9902       865
  murofet_v2     0.8245    0.9884    0.8991       865
  murofet_v3     1.0000    0.9919    0.9959       865
      necurs     0.7023    0.5318    0.6053       865
      nymaim     0.9435    0.8879    0.9148       865
    padcrypt     0.9874    0.9931    0.9902       865
        pizd     0.8371    0.8671    0.8518       865
 proslikefan     0.5349    0.5410    0.5379       865
      pushdo     0.9282    0.9561    0.9419       865
      pykspa     0.3269    0.2347    0.2732       865
pykspa_noise     0.3111    0.2694    0.2887       865
      qadars     0.9451    0.8960    0.9199       865
      qakbot     0.8237    0.4266    0.5621       865
       ramdo     0.9829    0.9988    0.9908       865
      ramnit     0.2712    0.2035    0.2325       865
  ranbyus_v1     0.7503    0.7954    0.7722       865
  ranbyus_v2     0.7895    0.7283    0.7577       865
      rovnix     0.9731    0.8786    0.9235       865
     shiotob     0.8918    0.7908    0.8382       865
       simda     0.8872    0.9549    0.9198       865
      sisron     0.9988    1.0000    0.9994       865
  suppobox_1     0.8801    0.8913    0.8857       865
  suppobox_2     0.9741    0.9549    0.9644       865
  suppobox_3     0.9752    1.0000    0.9874       865
       symmi     0.9965    1.0000    0.9983       865
  tempedreve     0.4788    0.6786    0.5615       865
       tinba     0.5879    0.6532    0.6188       865
  vawtrak_v1     0.9886    1.0000    0.9943       865
  vawtrak_v2     0.9624    0.9769    0.9696       865
  vawtrak_v3     0.9225    0.9630    0.9423       865
 zeus-newgoz     1.0000    0.9977    0.9988       865
       legit     0.7555    0.7931    0.7738       865

    accuracy                         0.7871     44115
   macro avg     0.7909    0.7871    0.7840     44115
weighted avg     0.7909    0.7871    0.7840     44115

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.784006  0.787147
Precision  0.790881  0.787147
Recall     0.787147  0.787147

Overall accuracy = 0.78714722883373

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           594        0      0         0       0        0   
banjori             0      865      0         0       0        0   
bedep               0        0    570         0       0        0   
ccleaner            0        0      0       865       0        0   
chinad              0        0      3         0     836        0   
corebot             0        0      0         0       0      861   
cryptolocker        0        0     20         0       0        0   
dircrypt          149        0    179         0       0        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       0        0   
fobber_v2         597        0      0         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        0      0         0       0        0   
gozi_nasa           0        0      0         0       0        0   
gozi_rfc4343        0        0      0         0       0        0   
kraken_v1           0        0      0         0       0        0   
kraken_v2          92        0      0         0       0        0   
locky               0        0      0         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              3        0      3         0       0        0   
nymaim              0        0      0         0       0        0   
padcrypt            0        0      0         0       0        0   
pizd                0        0      0         0       0        0   
proslikefan        36        0      0         0       0        0   
pushdo              4        0      0         0       0        0   
pykspa             18        0      0         0       0        0   
pykspa_noise       20        0      0         0       0        0   
qadars              0        0      3         0       0        0   
qakbot             13        0     23         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit            177        0     91         0       0        0   
ranbyus_v1          0        0     15         0       0        0   
ranbyus_v2          0        0     21         0       0        0   
rovnix              0        0      0         0       2        0   
shiotob            15        0     29         0      45        0   
simda               0        0      0         0       0        0   
sisron              0        0      0         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        0   
tempedreve        135        0      0         0       0        0   
tinba               1        0      0         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          0        0      0         0       0        0   
vawtrak_v3          0        0      0         0       0        0   
zeus-newgoz         0        0      0         0       0        0   
legit               3        0      2         0       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0         0     0          0        197         0   
banjori                  0         0     0          0          0         0   
bedep                    0       167     0          0          0         0   
ccleaner                 0         0     0          0          0         0   
chinad                   0         0     0          2          0         0   
corebot                  0         0     0          1          0         0   
cryptolocker           415        39     0         17          0         3   
dircrypt                 0       276     0          0         44         0   
dyre                     0         0   865          0          0         0   
fobber_v1                1         0     0        854          0         0   
fobber_v2                0         0     0          0        183         0   
gozi_gpl                 1         0     0          0          0       850   
gozi_luther              0         1     0          0          0         0   
gozi_nasa                0         0     0          0          0         0   
gozi_rfc4343             0         1     0          0          0         0   
kraken_v1                0         0     0          0          0         0   
kraken_v2                2         9     0          0         26         0   
locky                   88         0     0          0          0         0   
matsnu                   0         0     0          0          0         0   
murofet_v1               0         0     0          0          0         0   
murofet_v2               4         0     0          0          0         0   
murofet_v3               0         0     0          0          0         0   
