
Test Phase Duration: 0:08:47 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.3054    0.4254    0.3556       865
     banjori     1.0000    1.0000    1.0000       865
       bedep     0.5394    0.6960    0.6078       865
    ccleaner     0.9988    1.0000    0.9994       865
      chinad     0.9749    0.9410    0.9576       865
     corebot     1.0000    0.9942    0.9971       865
cryptolocker     0.4565    0.4728    0.4645       865
    dircrypt     0.3052    0.1711    0.2193       865
        dyre     0.9988    1.0000    0.9994       865
   fobber_v1     0.8097    0.9884    0.8902       865
   fobber_v2     0.3069    0.4162    0.3533       865
    gozi_gpl     0.9665    0.9676    0.9671       865
 gozi_luther     0.9422    0.8486    0.8929       865
   gozi_nasa     0.7816    0.8150    0.7980       865
gozi_rfc4343     0.7088    0.8301    0.7646       865
   kraken_v1     0.7172    0.8035    0.7579       865
   kraken_v2     0.5851    0.4370    0.5003       865
       locky     0.5557    0.4786    0.5143       865
      matsnu     0.9619    0.9341    0.9478       865
  murofet_v1     0.9908    0.9965    0.9937       865
  murofet_v2     0.8539    0.9665    0.9067       865
  murofet_v3     1.0000    0.9965    0.9983       865
      necurs     0.6137    0.5491    0.5796       865
      nymaim     0.9453    0.8994    0.9218       865
    padcrypt     0.9874    0.9977    0.9925       865
        pizd     0.8864    0.9110    0.8985       865
 proslikefan     0.6364    0.4775    0.5456       865
      pushdo     0.9205    0.9642    0.9418       865
      pykspa     0.3076    0.2948    0.3011       865
pykspa_noise     0.3017    0.2497    0.2732       865
      qadars     0.9554    0.9168    0.9357       865
      qakbot     0.5499    0.4775    0.5111       865
       ramdo     0.9707    0.9954    0.9829       865
      ramnit     0.2675    0.3850    0.3156       865
  ranbyus_v1     0.7071    0.7618    0.7334       865
  ranbyus_v2     0.7808    0.6301    0.6974       865
      rovnix     0.9578    0.9191    0.9381       865
     shiotob     0.8715    0.8312    0.8509       865
       simda     0.8624    0.9491    0.9037       865
      sisron     0.9988    1.0000    0.9994       865
  suppobox_1     0.9182    0.9214    0.9198       865
  suppobox_2     0.9416    0.9884    0.9645       865
  suppobox_3     0.9931    0.9977    0.9954       865
       symmi     0.9920    1.0000    0.9960       865
  tempedreve     0.5338    0.5387    0.5362       865
       tinba     0.6336    0.3179    0.4234       865
  vawtrak_v1     0.9908    1.0000    0.9954       865
  vawtrak_v2     0.9549    0.9780    0.9663       865
  vawtrak_v3     0.9024    0.9838    0.9414       865
 zeus-newgoz     1.0000    0.9965    0.9983       865
       legit     0.8415    0.7364    0.7855       865

    accuracy                         0.7813     44115
   macro avg     0.7840    0.7813    0.7790     44115
weighted avg     0.7840    0.7813    0.7790     44115

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.779023  0.781322
Precision  0.783967  0.781322
Recall     0.781322  0.781322

Overall accuracy = 0.7813215459594243

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           368        0      0         0       0        0   
banjori             0      865      0         0       0        0   
bedep               0        0    602         0       0        0   
ccleaner            0        0      0       865       0        0   
chinad              0        0      3         0     814        0   
corebot             0        0      0         0       0      860   
cryptolocker        0        0     38         0       0        0   
dircrypt           77        0    204         0       0        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       0        0   
fobber_v2         417        0      0         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        0      0         0       0        0   
gozi_nasa           0        0      0         0       0        0   
gozi_rfc4343        0        0      1         0       0        0   
kraken_v1           0        0      0         0       0        0   
kraken_v2          46        0      2         0       0        0   
locky               0        0      0         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              1        0      3         0       0        0   
nymaim              0        0      0         0       0        0   
padcrypt            0        0      0         0       0        0   
pizd                0        0      0         0       0        0   
proslikefan        24        0      0         0       0        0   
pushdo              2        0      1         0       0        0   
pykspa              7        0      0         0       0        0   
pykspa_noise       11        0      0         0       0        0   
qadars              0        0      2         0       0        0   
qakbot             13        0     24         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit             96        0    120         0       0        0   
ranbyus_v1          0        0     41         0       0        0   
ranbyus_v2          0        0     32         0       0        0   
rovnix              0        0      0         0       0        0   
shiotob             3        0     22         1      21        0   
simda               0        0      0         0       0        0   
sisron              0        0      0         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        0   
tempedreve        135        0      0         0       0        0   
tinba               1        0     18         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          0        0      0         0       0        0   
vawtrak_v3          0        0      0         0       0        0   
zeus-newgoz         0        0      0         0       0        0   
legit               4        0      3         0       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0         2     0          0        395         0   
banjori                  0         0     0          0          0         0   
bedep                   19        87     0          0          0         0   
ccleaner                 0         0     0          0          0         0   
chinad                   0         0     0          3          0         0   
corebot                  0         0     0          0          0         0   
cryptolocker           409        12     0         27          0         3   
dircrypt                 8       148     0          0         98         0   
dyre                     0         0   865          0          0         0   
fobber_v1                0         0     0        855          0         0   
fobber_v2                0         1     0          0        360         0   
gozi_gpl                 0         0     0          0          0       837   
gozi_luther              0         0     0          0          0         0   
gozi_nasa                0         1     0          0          0         0   
gozi_rfc4343             0         1     0          0          0         0   
kraken_v1                2         0     0          0          0         0   
kraken_v2                6        14     0          0         71         0   
locky                   78         0     0          0          0         0   
matsnu                   0         0     0          0          0         0   
murofet_v1               0         0     0          0          0         0   
murofet_v2              20         0     0          0          0         0   
murofet_v3               0         0     0          0          0         0   
necurs                  12         2     0         11          1         0   
nymaim                   0         0     0          0          0         1   
padcrypt                 0         1     0          1          0         0   
pizd                     0         0     0          0          0         0   
proslikefan              2         1     0          0         19         0   
pushdo                   0         2     0          0          4         0   
pykspa                  27         4     0          0         18         0   
pykspa_noise            19         3     0          0         15         0   
qadars                   2         1     0          0          0         0   
qakbot                  77        17     0         49          9         0   
ramdo                    3         0     0          0          0         0   
ramnit                  20        99     0          0        101         0   
ranbyus_v1              88        10     0          5          0         0   
ranbyus_v2               0        24     0        102          0         0   
rovnix                   0         0     0          0          0        25   
shiotob                  2         3     0          2         12         0   
simda                    0         0     0          0          0         0   
sisron                   0         0     0          0          0         0   
suppobox_1               0         0     0          0          0         0   
suppobox_2               0         0     0          0          0         0   
suppobox_3               0         0     0          0          0         0   
symmi                    0         0     0          0          0         0   
tempedreve               0         0     0          0         66         0   
tinba                  102        52     0          0          1         0   
vawtrak_v1               0         0     0          0          0         0   
vawtrak_v2               0         0     0          0          0         0   
vawtrak_v3               0         0     0          0          0         0   
zeus-newgoz              0         0     1          0          0         0   
legit                    0         0     0          1          3         0   

              gozi_luther  gozi_nasa  gozi_rfc4343  kraken_v1  kraken_v2  \
alureon                 0          0             1          0         10   
banjori                 0          0             0          0          0   
bedep                   1          1             1          0          1   
ccleaner                0          0             0          0          0   
chinad                  0          0             0          0          0   
corebot                 0          0             0          0          0   
cryptolocker            1          0             0          1          2   
dircrypt                4          0             2          0          8   
dyre                    0          0             0          0          0   
fobber_v1               0          0             0          0          0   
fobber_v2               0          0             1          0          4   
gozi_gpl                0          0             0          0          0   
gozi_luther           734         52            66          0          0   
gozi_nasa              14        705           122          0          0   
gozi_rfc4343           14        113           718          0          0   
kraken_v1               0          0             0        695        167   
kraken_v2               0          0             0        259        378   
locky                   0          0             0          2          3   
matsnu                  0          9            39          0          0   
murofet_v1              0          0             0          0          0   
murofet_v2              0          0             0          0          0   
murofet_v3              0          0             0          0          0   
necurs                  0          0             0          0         13   
nymaim                  0          5            11          0          0   
padcrypt                0          0             0          0          0   
pizd                    0          0             0          0          0   
proslikefan             0          0             0          2         15   
pushdo                  1          0             0          0          0   
pykspa                  1          0             0          3         12   
pykspa_noise            0          0             0          2          7   
qadars                  0          0             0          0          0   
qakbot                  0          0             0          2          4   
ramdo                   0          0             0          0          0   
ramnit                  3          0             2          0          9   
ranbyus_v1              0          0             0          0          1   
ranbyus_v2              1          0             1          0          0   
rovnix                  2         12            24          0          0   
shiotob                 0          0             0          0          0   
simda                   0          0             0          0          0   
sisron                  0          0             0          0          0   
suppobox_1              0          0             0          0          0   
suppobox_2              0          0             0          0          0   
suppobox_3              0          0             0          0          0   
symmi                   0          0             0          0          0   
tempedreve              0          0             0          0          1   
tinba                   1          0             0          3          6   
vawtrak_v1              0          0             0          0          0   
vawtrak_v2              0          0             0          0          0   
vawtrak_v3              0          0             0          0          0   
zeus-newgoz             0          0             0          0          0   
legit                   2          5            25          0          5   

              locky  matsnu  murofet_v1  murofet_v2  murofet_v3  necurs  \
alureon           0       0           0           0           0       0   
banjori           0       0           0           0           0       0   
bedep             0       0           0           0           0       0   
ccleaner          0       0           0           0           0       0   
chinad            0       0           0           0           0       0   
corebot           0       0           0           0           0       0   
cryptolocker     87       0           0          69           0       8   
dircrypt          0       0           0           0           0       0   
dyre              0       0           0           0           0       0   
fobber_v1         0       0           0           0           0       2   
fobber_v2         0       0           0           0           0       0   
gozi_gpl          1       0           0           0           0       0   
gozi_luther       0       0           0           0           0       0   
gozi_nasa         0       1           0           0           0       0   
gozi_rfc4343      0       3           0           0           0       0   
kraken_v1         0       0           0           0           0       0   
kraken_v2         0       0           0           0           0       3   
locky           414       0           0          35           0      62   
matsnu            0     808           0           0           0       0   
murofet_v1        2       0         862           0           0       1   
murofet_v2        0       0           0         836           0       0   
murofet_v3        0       0           3           0         862       0   
necurs           64       0           5           7           0     475   
nymaim            2      16           0           0           0       2   
padcrypt          0       0           0           0           0       0   
pizd              0       0           0           0           0       0   
proslikefan      50       0           0           0           0      46   
pushdo            0       0           0           0           0       0   
pykspa            0       0           0           0           0       0   
pykspa_noise      2       0           0           0           0       1   
qadars            0       0           0           0           0       0   
qakbot           14       0           0          27           0       4   
ramdo             0       0           0           0           0       0   
ramnit            0       0           0           0           0       0   
ranbyus_v1        4       0           0           0           0      10   
ranbyus_v2        5       0           0           0           0     106   
rovnix            0       0           0           0           0       0   
shiotob           0       0           0           0           0       0   
simda             4       0           0           0           0       8   
sisron            0       0           0           0           0       0   
suppobox_1        0       0           0           0           0       0   
suppobox_2        0       0           0           0           0       0   
suppobox_3        0       0           0           0           0       0   
symmi             0       0           0           0           0       0   
tempedreve        4       0           0           0           0       0   
tinba            92       0           0           5           0      46   
vawtrak_v1        0       0           0           0           0       0   
vawtrak_v2        0       0           0           0           0       0   
vawtrak_v3        0       0           0           0           0       0   
zeus-newgoz       0       0           0           0           0       0   
legit             0      12           0           0           0       0   

              nymaim  padcrypt  pizd  proslikefan  pushdo  pykspa  \
alureon            0         0     0            0       5       0   
banjori            0         0     0            0       0       0   
bedep              0         0     0            0       1       0   
ccleaner           0         0     0            0       0       0   
chinad             0         0     0            0       0       0   
corebot            0         0     0            0       0       0   
cryptolocker       1         1     1            0       2       9   
dircrypt           0         1     0            3       0       0   
dyre               0         0     0            0       0       0   
fobber_v1          0         2     0            0       0       0   
fobber_v2          0         0     0            0       8       0   
gozi_gpl           3         0     0            0       0       0   
gozi_luther        0         0     0            0       8       0   
gozi_nasa          3         0     0            0       3       0   
gozi_rfc4343       0         1     0            0       0       0   
kraken_v1          0         0     0            0       0       0   
kraken_v2          1         0     0            6       2       5   
locky              1         0     0           45       7      13   
matsnu             0         0     0            0       0       0   
murofet_v1         0         0     0            0       0       0   
murofet_v2         0         0     0            0       0       0   
murofet_v3         0         0     0            0       0       0   
necurs             0         0     1           63       3       7   
nymaim           778         0    14            1       0       0   
padcrypt           0       863     0            0       0       0   
pizd               0         0   788            0       0       0   
proslikefan        1         0     0          413       0     108   
pushdo             0         0     0            0     834       0   
pykspa             0         0     1           38       4     255   
pykspa_noise       1         0     0           33       3     286   
qadars             0         0     1            0       2       1   
qakbot             0         1     0           23       0      30   
ramdo              0         1     0            0       0       0   
ramnit             0         1     0            0       6       1   
ranbyus_v1         4         0     1            0       0       0   
ranbyus_v2         1         2     0            0       0       0   
rovnix             2         0     1            0       0       0   
shiotob            0         0     1            0       1       8   
simda              0         0     0            9       0      10   
sisron             0         0     0            0       0       0   
suppobox_1         0         0    66            0       0       0   
suppobox_2         0         0     5            0       0       3   
suppobox_3         0         0     1            0       0       0   
symmi              0         0     0            0       0       0   
tempedreve         1         0     0            0       2      62   
tinba              1         1     0            0       5      11   
vawtrak_v1         0         0     0            0       0       0   
vawtrak_v2         0         0     0            0       0       0   
vawtrak_v3         0         0     0            0       0       0   
zeus-newgoz        0         0     0            0       0       0   
legit             25         0     8           15      10      20   

              pykspa_noise  qadars  qakbot  ramdo  ramnit  ranbyus_v1  \
alureon                  1       0       0      0      71           0   
banjori                  0       0       0      0       0           0   
bedep                    0       1       8      0     116           4   
ccleaner                 0       0       0      0       0           0   
chinad                   0       0       5      1       0           0   
corebot                  0       0       0      0       0           0   
cryptolocker             6       0      49      1      46          58   
dircrypt                 4       0      82      0     199           6   
dyre                     0       0       0      0       0           0   
fobber_v1                0       0       1      0       0           0   
fobber_v2                0       0       0      0      62           0   
gozi_gpl                 0       0       0      0       0           0   
gozi_luther              0       0       0      0       1           0   
gozi_nasa                0       0       0      0       2           0   
gozi_rfc4343             1       0       1      0       0           0   
kraken_v1                0       0       0      0       0           1   
kraken_v2                1       0       0      1      46           0   
locky                   17       0      40      0       0          47   
matsnu                   0       0       0      0       0           0   
murofet_v1               0       0       0      0       0           0   
murofet_v2               0       0       9      0       0           0   
murofet_v3               0       0       0      0       0           0   
necurs                   8       0      21      0       8          85   
nymaim                   0       0       0      0       0           1   
padcrypt                 0       0       0      0       0           0   
pizd                     0       0       0      0       0           0   
proslikefan             64       0      13      0       8           1   
pushdo                   0       0       0      0       8           0   
pykspa                 210       0      41      5      27           2   
pykspa_noise           216       0      31      6      32           0   
qadars                   6     793       0      1       1           0   
qakbot                  45       0     413      9      22          14   
ramdo                    0       0       0    861       0           0   
ramnit                   1       0      18      0     333          16   
ranbyus_v1               1       0       2      2      23         659   
ranbyus_v2               0       0       2      0      44           0   
rovnix                   0       0       0      0       0           0   
shiotob                 14      35       1      0       8           3   
simda                    4       0       0      0       0           0   
sisron                   0       0       0      0       0           0   
suppobox_1               0       0       0      0       0           0   
suppobox_2               0       0       0      0       0           0   
suppobox_3               0       0       0      0       0           0   
symmi                    0       0       0      0       0           0   
tempedreve             107       0       2      0       9           0   
tinba                   10       0      10      0     177          35   
vawtrak_v1               0       0       0      0       0           0   
vawtrak_v2               0       0       0      0       0           0   
vawtrak_v3               0       0       0      0       0           0   
zeus-newgoz              0       0       2      0       0           0   
legit                    0       1       0      0       2           0   

              ranbyus_v2  rovnix  shiotob  simda  sisron  suppobox_1  \
alureon                0       0        0      1       0           0   
banjori                0       0        0      0       0           0   
bedep                  4       0       14      0       0           0   
ccleaner               0       0        0      0       0           0   
chinad                 1       0       38      0       0           0   
corebot                0       0        0      0       0           0   
cryptolocker           4       0        0      1       0           0   
dircrypt               6       0        0      2       0           0   
dyre                   0       0        0      0       0           0   
fobber_v1              5       0        0      0       0           0   
fobber_v2              0       0        0      0       0           0   
gozi_gpl               0      24        0      0       0           0   
gozi_luther            0       0        0      0       0           0   
gozi_nasa              0       5        0      0       0           0   
gozi_rfc4343           0       4        0      0       0           0   
kraken_v1              0       0        0      0       0           0   
kraken_v2              0       0        0      3       0           0   
locky                 49       0        0      5       0           0   
matsnu                 0       0        0      0       0           0   
murofet_v1             0       0        0      0       0           0   
murofet_v2             0       0        0      0       0           0   
murofet_v3             0       0        0      0       0           0   
necurs                57       0        0      2       0           0   
nymaim                 0       2        0      2       0           4   
padcrypt               0       0        0      0       0           0   
pizd                   0       0        0      0       0          62   
proslikefan            0       0        0     35       0           0   
pushdo                 0       0        0      0       0           0   
pykspa                 0       0        0     35       0           0   
pykspa_noise           0       0        0     25       0           0   
qadars                 0       0       45      0       0           0   
qakbot                 2       0        0      2       0           0   
ramdo                  0       0        0      0       0           0   
ramnit                14       0        0      1       1           0   
ranbyus_v1            11       0        0      0       0           0   
ranbyus_v2           545       0        0      0       0           0   
rovnix                 0     795        0      0       0           0   
shiotob                0       0      719      0       0           0   
simda                  0       0        0    821       0           0   
sisron                 0       0        0      0     865           0   
suppobox_1             0       0        0      0       0         797   
suppobox_2             0       0        0      0       0           1   
suppobox_3             0       0        0      0       0           0   
symmi                  0       0        0      0       0           0   
tempedreve             0       0        0      3       0           0   
tinba                  0       0        0      0       0           3   
vawtrak_v1             0       0        0      0       0           0   
vawtrak_v2             0       0        0      0       0           0   
vawtrak_v3             0       0        0      0       0           0   
zeus-newgoz            0       0        0      0       0           0   
legit                  0       0        9     14       0           1   

              suppobox_2  suppobox_3  symmi  tempedreve  tinba  vawtrak_v1  \
alureon                0           0      0           2      1           0   
banjori                0           0      0           0      0           0   
bedep                  0           0      0           0      5           0   
ccleaner               0           0      0           0      0           0   
chinad                 0           0      0           0      0           0   
corebot                0           0      5           0      0           0   
cryptolocker           0           0      0           6     23           0   
dircrypt               0           0      0           0      4           0   
dyre                   0           0      0           0      0           0   
fobber_v1              0           0      0           0      0           0   
fobber_v2              0           0      0           1      0           0   
gozi_gpl               0           0      0           0      0           0   
gozi_luther            0           0      0           0      0           0   
gozi_nasa              0           0      0           0      0           0   
gozi_rfc4343           0           0      0           0      0           0   
kraken_v1              0           0      0           0      0           0   
kraken_v2              0           0      0           0     13           0   
locky                  0           0      0          28     19           0   
matsnu                 0           0      0           0      0           0   
murofet_v1             0           0      0           0      0           0   
murofet_v2             0           0      0           0      0           0   
murofet_v3             0           0      0           0      0           0   
necurs                 0           0      0           1     14           0   
nymaim                 3           2      0           0      0           5   
padcrypt               0           0      0           0      0           0   
pizd                  15           0      0           0      0           0   
proslikefan            2           0      0          41      2           0   
pushdo                 0           0      0           0      0           0   
pykspa                 1           0      0         134     24           0   
pykspa_noise           4           0      0         130     16           0   
qadars                 0           0      0           3      4           3   
qakbot                 0           0      0          47     16           0   
ramdo                  0           0      0           0      0           0   
ramnit                 0           0      0           0     11           0   
ranbyus_v1             0           0      0           0      3           0   
ranbyus_v2             0           0      0           0      0           0   
rovnix                 0           4      0           0      0           0   
shiotob                0           0      1           5      3           0   
simda                  0           0      0           0      0           0   
sisron                 0           0      0           0      0           0   
suppobox_1             2           0      0           0      0           0   
suppobox_2           855           0      0           0      0           0   
suppobox_3             1         863      0           0      0           0   
symmi                  0           0    865           0      0           0   
tempedreve             5           0      0         466      1           0   
tinba                  0           0      1           8    275           0   
vawtrak_v1             0           0      0           0      0         865   
vawtrak_v2             0           0      0           0      0           0   
vawtrak_v3             0           0      0           0      0           0   
zeus-newgoz            0           0      0           0      0           0   
legit                 20           0      0           1      0           0   

              vawtrak_v2  vawtrak_v3  zeus-newgoz  legit  
alureon                1           7            0      0  
banjori                0           0            0      0  
bedep                  0           0            0      0  
ccleaner               0           0            0      0  
chinad                 0           0            0      0  
corebot                0           0            0      0  
cryptolocker           0           0            0      0  
dircrypt               1           5            0      3  
dyre                   0           0            0      0  
fobber_v1              0           0            0      0  
fobber_v2              5           5            0      1  
gozi_gpl               0           0            0      0  
gozi_luther            1           3            0      0  
gozi_nasa              0           0            0      9  
gozi_rfc4343           0           0            0      8  
kraken_v1              0           0            0      0  
kraken_v2              2           1            0      5  
locky                  0           0            0      0  
matsnu                 0           1            0      8  
murofet_v1             0           0            0      0  
murofet_v2             0           0            0      0  
murofet_v3             0           0            0      0  
necurs                 0           0            0      1  
nymaim                 0           0            0     16  
padcrypt               0           0            0      0  
pizd                   0           0            0      0  
proslikefan            2           2            0     14  
pushdo                 3          10            0      0  
pykspa                 0           6            0     10  
pykspa_noise           4           6            0     12  
qadars                 0           0            0      0  
qakbot                 0           1            0      0  
ramdo                  0           0            0      0  
ramnit                 5           3            0      4  
ranbyus_v1             0           0            0      0  
ranbyus_v2             0           0            0      0  
rovnix                 0           0            0      0  
shiotob                0           0            0      0  
simda                  0           0            0      9  
sisron                 0           0            0      0  
suppobox_1             0           0            0      0  
suppobox_2             0           0            0      1  
suppobox_3             0           0            0      0  
symmi                  0           0            0      0  
tempedreve             1           0            0      0  
tinba                  0           1            0      0  
vawtrak_v1             0           0            0      0  
vawtrak_v2           846           8            0     11  
vawtrak_v3             6         851            0      8  
zeus-newgoz            0           0          862      0  
legit                  9          33            0    637  
True positive: 34468


