,precision,recall,f1-score,support
alureon,0.21234119782214156,0.7141403865717192,0.3273490324084868,983.0
banjori,1.0,1.0,1.0,983.0
bedep,0.3784860557768924,0.09664292980671414,0.15397082658022693,983.0
ccleaner,0.990909090909091,0.9979654120040692,0.9944247339077548,983.0
chinad,0.9147005444646098,0.5127161749745677,0.6571056062581486,983.0
corebot,0.992849846782431,0.9888097660223805,0.9908256880733946,983.0
cryptolocker,0.37037037037037035,0.04069175991861648,0.07332722273143905,983.0
dircrypt,0.2727925340990668,0.38657171922685657,0.31986531986531985,983.0
dyre,1.0,0.9989827060020345,0.9994910941475827,983.0
fobber_v1,0.547800586510264,0.9501525940996948,0.694940476190476,983.0
fobber_v2,0.1926782273603083,0.2034587995930824,0.1979218208807521,983.0
gozi_gpl,0.9048117154811716,0.8799593082400814,0.892212480660134,983.0
gozi_luther,0.6227018385291767,0.7924720244150559,0.6974037600716204,983.0
gozi_nasa,0.6303724928366762,0.4476093591047813,0.5234979179060084,983.0
gozi_rfc4343,0.5,0.4903357070193286,0.49512069851052903,983.0
kraken_v1,0.6809116809116809,0.7293997965412004,0.7043222003929271,983.0
kraken_v2,0.42376681614349776,0.19226856561546288,0.2645206438068579,983.0
locky,0.20240963855421687,0.25635808748728384,0.22621184919210055,983.0
matsnu,0.8225108225108225,0.9664292980671414,0.8886810102899907,983.0
murofet_v1,0.8423864648263579,0.9623601220752798,0.8983855650522317,983.0
murofet_v2,0.49025487256371814,0.9979654120040692,0.6575067024128687,983.0
murofet_v3,1.0,0.9867751780264497,0.9933435739887352,983.0
necurs,0.20689655172413793,0.012207527975584944,0.023054755043227664,983.0
nymaim,0.8179824561403509,0.7589013224821973,0.7873350923482849,983.0
padcrypt,0.9072847682119205,0.9755849440488301,0.9401960784313725,983.0
pizd,0.4769585253456221,0.6317395727365208,0.5435448577680526,983.0
proslikefan,0.30524505588993983,0.3611393692777213,0.3308480894687791,983.0
pushdo,0.6343434343434343,0.6388606307222787,0.6365940192600101,983.0
pykspa,0.16993464052287582,0.13224821973550355,0.14874141876430205,983.0
pykspa_noise,0.24298540965207632,0.4404883011190234,0.3132007233273056,983.0
qadars,0.4336109750122489,0.9003051881993896,0.5853174603174603,983.0
qakbot,0.0,0.0,0.0,983.0
ramdo,0.7799196787148595,0.987792472024415,0.8716337522441652,983.0
ramnit,0.20809248554913296,0.10986775178026449,0.14380825565912117,983.0
ranbyus_v1,0.474025974025974,0.22278738555442523,0.3031141868512111,983.0
ranbyus_v2,0.488499452354874,0.4537131230925738,0.4704641350210971,983.0
rovnix,0.8053613053613053,0.7029501525940997,0.7506789788158609,983.0
shiotob,0.5073313782991202,0.17599186164801628,0.26132930513595165,983.0
simda,0.5862745098039216,0.6083418107833164,0.5971043434847729,983.0
sisron,0.9246901811248809,0.9867751780264497,0.9547244094488189,983.0
suppobox_1,0.5316742081447964,0.47812817904374366,0.5034815211569363,983.0
suppobox_2,0.7164634146341463,0.7171922685656155,0.7168276563294357,983.0
suppobox_3,0.8637577916295637,0.9867751780264497,0.9211775878442545,983.0
symmi,0.9819819819819819,0.9979654120040692,0.9899091826437942,983.0
tempedreve,0.18666666666666668,0.028484231943031537,0.04942630185348632,983.0
tinba,0.13333333333333333,0.002034587995930824,0.004008016032064129,983.0
vawtrak_v1,0.9279620853080569,0.9959308240081384,0.9607458292443573,983.0
vawtrak_v2,0.36495443247721626,0.896236012207528,0.5186929643803356,983.0
vawtrak_v3,0.590316573556797,0.3224821973550356,0.41710526315789476,983.0
zeus-newgoz,0.9968976215098242,0.9806714140386572,0.9887179487179487,983.0
legit,0.7868421052631579,0.3041709053916582,0.4387380777696258,983.0
accuracy,0.5961143358665949,0.5961143358665949,0.5961143358665949,0.5961143358665949
macro avg,0.589085133196759,0.5961143358665948,0.5651166359577943,50133.0
weighted avg,0.5890851331967589,0.5961143358665949,0.5651166359577944,50133.0
