,precision,recall,f1-score,support
alureon,0.3168462291870715,0.694206008583691,0.4351042367182246,932.0
banjori,1.0,1.0,1.0,932.0
bedep,0.4756801319043693,0.619098712446352,0.537995337995338,932.0
ccleaner,0.9946581196581197,0.9989270386266095,0.9967880085653105,932.0
chinad,0.8947368421052632,0.9667381974248928,0.9293450232078391,932.0
corebot,1.0,0.9935622317596566,0.9967707212055974,932.0
cryptolocker,0.34750462107208874,0.4034334763948498,0.3733862959285005,932.0
dircrypt,0.3098958333333333,0.2553648068669528,0.28,932.0
dyre,0.9989281886387996,1.0,0.9994638069705095,932.0
fobber_v1,0.8251121076233184,0.7896995708154506,0.8070175438596491,932.0
fobber_v2,0.22796352583586627,0.1609442060085837,0.18867924528301888,932.0
gozi_gpl,0.9503311258278145,0.9238197424892703,0.9368879216539716,932.0
gozi_luther,0.9150066401062417,0.7392703862660944,0.8178041543026707,932.0
gozi_nasa,0.6197916666666666,0.8937768240343348,0.7319859402460456,932.0
gozi_rfc4343,0.7352150537634409,0.5869098712446352,0.6527446300715992,932.0
kraken_v1,0.6883365200764818,0.7725321888412017,0.7280080889787663,932.0
kraken_v2,0.4593128390596745,0.27253218884120173,0.3420875420875421,932.0
locky,0.3004484304932735,0.2875536480686695,0.293859649122807,932.0
matsnu,0.9316770186335404,0.9656652360515021,0.9483667017913594,932.0
murofet_v1,0.9768177028451,0.9946351931330472,0.9856459330143541,932.0
murofet_v2,0.8285984848484849,0.9388412017167382,0.880281690140845,932.0
murofet_v3,1.0,0.9892703862660944,0.9946062567421791,932.0
necurs,0.5780821917808219,0.22639484978540772,0.32536622976098684,932.0
nymaim,0.8819742489270386,0.8819742489270386,0.8819742489270385,932.0
padcrypt,0.9555785123966942,0.9924892703862661,0.9736842105263158,932.0
pizd,0.6815126050420168,0.8701716738197425,0.764373232799246,932.0
proslikefan,0.5229166666666667,0.5386266094420601,0.5306553911205073,932.0
pushdo,0.8353948620361561,0.9420600858369099,0.8855269793242562,932.0
pykspa,0.30016583747927034,0.194206008583691,0.23583061889250814,932.0
pykspa_noise,0.2588996763754045,0.17167381974248927,0.2064516129032258,932.0
qadars,0.8731501057082452,0.8862660944206009,0.8796592119275825,932.0
qakbot,0.4683684794672586,0.45278969957081544,0.4604473540643753,932.0
ramdo,0.9605809128630706,0.9935622317596566,0.9767932489451476,932.0
ramnit,0.23024830699774265,0.21888412017167383,0.22442244224422442,932.0
ranbyus_v1,0.5915201654601862,0.6137339055793991,0.6024223275408109,932.0
ranbyus_v2,0.5149744338933528,0.7564377682403434,0.6127770534550196,932.0
rovnix,0.9409090909090909,0.8884120171673819,0.9139072847682118,932.0
shiotob,0.8406961178045516,0.6738197424892703,0.7480643240023823,932.0
simda,0.8355855855855856,0.796137339055794,0.8153846153846155,932.0
sisron,0.9989258861439313,0.9978540772532188,0.998389694041868,932.0
suppobox_1,0.8437067773167358,0.6545064377682404,0.7371601208459213,932.0
suppobox_2,0.9300546448087431,0.9130901287553648,0.9214943151055764,932.0
suppobox_3,0.9903846153846154,0.9946351931330472,0.9925053533190579,932.0
symmi,0.9914893617021276,1.0,0.9957264957264957,932.0
tempedreve,0.43940795559666973,0.509656652360515,0.47193243914555394,932.0
tinba,0.4438095238095238,0.25,0.31983527796842826,932.0
vawtrak_v1,0.9935622317596566,0.9935622317596566,0.9935622317596566,932.0
vawtrak_v2,0.7386363636363636,0.9066523605150214,0.8140655105973026,932.0
vawtrak_v3,0.772192513368984,0.7746781115879828,0.7734333154793787,932.0
zeus-newgoz,1.0,0.9924892703862661,0.996230479267636,932.0
legit,0.7759493670886076,0.657725321888412,0.7119628339140535,932.0
accuracy,0.7252798114954137,0.7252798114954137,0.7252798114954137,0.7252798114954137
macro avg,0.7252066298370208,0.7252798114954135,0.718056219247912,47532.0
weighted avg,0.7252066298370207,0.7252798114954137,0.718056219247912,47532.0
