,precision,recall,f1-score,support
alureon,0.26409495548961426,0.09549356223175966,0.14026792750197006,932.0
banjori,1.0,1.0,1.0,932.0
bedep,0.4512516469038208,0.7349785407725322,0.5591836734693878,932.0
ccleaner,0.9925452609158679,1.0,0.9962586851950829,932.0
chinad,0.9801488833746899,0.8476394849785408,0.9090909090909092,932.0
corebot,0.9978378378378379,0.990343347639485,0.9940764674205708,932.0
cryptolocker,0.5135699373695198,0.26394849785407726,0.3486888731396173,932.0
dircrypt,0.18258859784283513,0.2542918454935622,0.2125560538116592,932.0
dyre,0.9989281886387996,1.0,0.9994638069705095,932.0
fobber_v1,0.8381430363864492,0.7167381974248928,0.7727009832272991,932.0
fobber_v2,0.263408010862186,0.41630901287553645,0.3226611226611226,932.0
gozi_gpl,0.9481481481481482,0.9613733905579399,0.9547149706979222,932.0
gozi_luther,0.8124373119358074,0.869098712446352,0.8398133748055988,932.0
gozi_nasa,0.7419724770642202,0.694206008583691,0.7172949002217294,932.0
gozi_rfc4343,0.6847935548841894,0.7296137339055794,0.7064935064935065,932.0
kraken_v1,0.7088477366255144,0.7392703862660944,0.7237394957983192,932.0
kraken_v2,0.3938814531548757,0.44206008583690987,0.41658240647118305,932.0
locky,0.3880597014925373,0.2510729613733906,0.304885993485342,932.0
matsnu,0.9445628997867804,0.9506437768240343,0.9475935828877006,932.0
murofet_v1,0.9879781420765027,0.9699570815450643,0.9788846778559827,932.0
murofet_v2,0.8579940417080437,0.927038626609442,0.89118102114492,932.0
murofet_v3,1.0,0.9924892703862661,0.996230479267636,932.0
necurs,0.4250614250614251,0.18562231759656653,0.25840179238237493,932.0
nymaim,0.935064935064935,0.8497854077253219,0.8903878583473861,932.0
padcrypt,0.9900881057268722,0.9645922746781116,0.9771739130434783,932.0
pizd,0.7162661737523105,0.8315450643776824,0.7696127110228401,932.0
proslikefan,0.44749596122778673,0.5944206008583691,0.5105990783410138,932.0
pushdo,0.8481781376518218,0.8991416309012875,0.8729166666666667,932.0
pykspa,0.2708333333333333,0.3487124463519313,0.30487804878048785,932.0
pykspa_noise,0.2875,0.17274678111587982,0.21581769436997317,932.0
qadars,0.9125295508274232,0.8283261802575107,0.8683914510686165,932.0
qakbot,0.6211382113821138,0.40987124463519314,0.4938590820943762,932.0
ramdo,0.9834070796460177,0.953862660944206,0.9684095860566448,932.0
ramnit,0.19460500963391136,0.2167381974248927,0.2050761421319797,932.0
ranbyus_v1,0.3438775510204082,0.723175965665236,0.46611341632088527,932.0
ranbyus_v2,0.4101123595505618,0.2349785407725322,0.2987721691678035,932.0
rovnix,0.9507211538461539,0.8487124463519313,0.8968253968253969,932.0
shiotob,0.7430555555555556,0.8036480686695279,0.7721649484536082,932.0
simda,0.7788104089219331,0.8991416309012875,0.8346613545816732,932.0
sisron,0.9978586723768736,1.0,0.9989281886387995,932.0
suppobox_1,0.837708830548926,0.7532188841201717,0.7932203389830509,932.0
suppobox_2,0.889795918367347,0.9356223175965666,0.9121338912133892,932.0
suppobox_3,0.9903225806451613,0.9881974248927039,0.9892588614393125,932.0
symmi,0.9925452609158679,1.0,0.9962586851950829,932.0
tempedreve,0.34561626429479037,0.2918454935622318,0.31646305991855733,932.0
tinba,0.43253234750462105,0.2510729613733906,0.31771894093686354,932.0
vawtrak_v1,0.9841605068637803,1.0,0.9920170303352847,932.0
vawtrak_v2,0.8743343982960596,0.880901287553648,0.877605558524853,932.0
vawtrak_v3,0.7764915405164737,0.9356223175965666,0.8486618004866181,932.0
zeus-newgoz,1.0,0.990343347639485,0.9951482479784366,932.0
legit,0.7025052192066806,0.7221030042918455,0.7121693121693123,932.0
accuracy,0.7129512749305731,0.7129512749305731,0.7129512749305731,0.7129512749305731
macro avg,0.7183099669458309,0.7129512749305732,0.7075687870018182,47532.0
weighted avg,0.718309966945831,0.7129512749305731,0.7075687870018182,47532.0
