,precision,recall,f1-score,support
alureon,0.3130360205831904,0.3916309012875536,0.34795042897998096,932.0
banjori,1.0,1.0,1.0,932.0
bedep,0.5884244372990354,0.5890557939914163,0.5887399463806969,932.0
ccleaner,0.9978401727861771,0.9914163090128756,0.9946178686759957,932.0
chinad,0.9745145631067961,0.8615879828326181,0.9145785876993167,932.0
corebot,1.0,0.9935622317596566,0.9967707212055974,932.0
cryptolocker,0.4785714285714286,0.2875536480686695,0.35924932975871315,932.0
dircrypt,0.30785123966942146,0.15987124463519314,0.21045197740112995,932.0
dyre,1.0,1.0,1.0,932.0
fobber_v1,0.7530762920426579,0.9849785407725322,0.8535564853556487,932.0
fobber_v2,0.32019230769230766,0.3572961373390558,0.33772819472616633,932.0
gozi_gpl,0.9331941544885177,0.9592274678111588,0.946031746031746,932.0
gozi_luther,0.8104838709677419,0.8626609442060086,0.8357588357588358,932.0
gozi_nasa,0.7385229540918163,0.7939914163090128,0.765253360910031,932.0
gozi_rfc4343,0.7440273037542662,0.7017167381974249,0.7222528989508559,932.0
kraken_v1,0.8207109737248841,0.5697424892703863,0.6725775807473084,932.0
kraken_v2,0.5187566988210075,0.51931330472103,0.5190348525469168,932.0
locky,0.49224806201550386,0.27253218884120173,0.35082872928176795,932.0
matsnu,0.9115853658536586,0.9624463519313304,0.9363256784968684,932.0
murofet_v1,0.9767195767195768,0.990343347639485,0.983484283431007,932.0
murofet_v2,0.808,0.9753218884120172,0.8838113757899854,932.0
murofet_v3,1.0,0.9935622317596566,0.9967707212055974,932.0
necurs,0.36266924564796904,0.40236051502145925,0.38148524923702953,932.0
nymaim,0.9314565483476133,0.8165236051502146,0.8702115494568325,932.0
padcrypt,0.991332611050921,0.9817596566523605,0.9865229110512129,932.0
pizd,0.7990654205607477,0.7339055793991416,0.7651006711409395,932.0
proslikefan,0.4948770491803279,0.5182403433476395,0.5062893081761007,932.0
pushdo,0.8097014925373134,0.9313304721030042,0.8662674650698602,932.0
pykspa,0.20317460317460317,0.20600858369098712,0.20458177943526903,932.0
pykspa_noise,0.31739707835325365,0.25643776824034337,0.28367952522255196,932.0
qadars,0.9131944444444444,0.8465665236051502,0.8786191536748328,932.0
qakbot,0.6886993603411514,0.3465665236051502,0.4610992148465382,932.0
ramdo,0.948118006103764,1.0,0.9733681462140992,932.0
ramnit,0.2967651195499297,0.22639484978540772,0.25684723067559345,932.0
ranbyus_v1,0.5699481865284974,0.7081545064377682,0.631578947368421,932.0
ranbyus_v2,0.7992957746478874,0.4871244635193133,0.6053333333333334,932.0
rovnix,0.9105960264900662,0.8851931330472103,0.8977149075081611,932.0
shiotob,0.7870894677236693,0.7457081545064378,0.7658402203856749,932.0
simda,0.7153652392947103,0.9141630901287554,0.802637776731041,932.0
sisron,0.9967914438502674,1.0,0.998393144081414,932.0
suppobox_1,0.7602230483271375,0.8776824034334764,0.8147410358565738,932.0
suppobox_2,0.8869223205506391,0.9678111587982833,0.9256028732683428,932.0
suppobox_3,0.9924324324324324,0.9849785407725322,0.9886914378029079,932.0
symmi,0.9946638207043756,1.0,0.9973247726056714,932.0
tempedreve,0.3492753623188406,0.5171673819742489,0.41695501730103807,932.0
tinba,0.33672819859961806,0.5675965665236051,0.42269276867758687,932.0
vawtrak_v1,0.9925452609158679,1.0,0.9962586851950829,932.0
vawtrak_v2,0.809255079006772,0.76931330472103,0.7887788778877887,932.0
vawtrak_v3,0.659375,0.9055793991416309,0.7631103074141049,932.0
zeus-newgoz,1.0,0.990343347639485,0.9951482479784366,932.0
legit,0.8184397163120567,0.619098712446352,0.7049480757483201,932.0
accuracy,0.7338003871076327,0.7338003871076327,0.7338003871076327,0.7338003871076327
macro avg,0.7377088780231933,0.7338003871076327,0.7287371811113513,47532.0
weighted avg,0.7377088780231934,0.7338003871076327,0.7287371811113514,47532.0
