,precision,recall,f1-score,support
alureon,0.2768115942028985,0.39544513457556935,0.32566069906223355,966.0
banjori,1.0,1.0,1.0,966.0
bedep,0.42220699108978754,0.6376811594202898,0.5080412371134021,966.0
ccleaner,0.9958634953464323,0.9968944099378882,0.9963786859803415,966.0
chinad,0.8389199255121043,0.932712215320911,0.8833333333333333,966.0
corebot,1.0,0.979296066252588,0.9895397489539749,966.0
cryptolocker,0.40166204986149584,0.15010351966873706,0.2185380557648832,966.0
dircrypt,0.19794721407624633,0.13975155279503104,0.16383495145631066,966.0
dyre,0.9989658738366081,1.0,0.999482669425763,966.0
fobber_v1,0.6948051948051948,0.9968944099378882,0.8188775510204082,966.0
fobber_v2,0.2721417069243156,0.5248447204968945,0.35843054082714737,966.0
gozi_gpl,0.9213483146067416,0.9337474120082816,0.9275064267352185,966.0
gozi_luther,0.8930163447251115,0.6221532091097308,0.7333740085417938,966.0
gozi_nasa,0.5782073813708261,0.6811594202898551,0.6254752851711026,966.0
gozi_rfc4343,0.5109546165884195,0.6759834368530021,0.5819964349376114,966.0
kraken_v1,0.7299107142857143,0.6770186335403726,0.702470461868958,966.0
kraken_v2,0.40350877192982454,0.3333333333333333,0.36507936507936506,966.0
locky,0.3830409356725146,0.13561076604554864,0.2003058103975535,966.0
matsnu,0.9169329073482428,0.8913043478260869,0.9039370078740158,966.0
murofet_v1,0.929126213592233,0.9906832298136646,0.9589178356713427,966.0
murofet_v2,0.706140350877193,1.0,0.8277634961439588,966.0
murofet_v3,1.0,0.9875776397515528,0.99375,966.0
necurs,0.22064516129032258,0.17701863354037267,0.19643882825962092,966.0
nymaim,0.8808705612829324,0.7960662525879917,0.8363240891789016,966.0
padcrypt,0.9296875,0.9855072463768116,0.9567839195979899,966.0
pizd,0.5991228070175438,0.7070393374741201,0.6486229819563152,966.0
proslikefan,0.41681901279707495,0.4720496894409938,0.44271844660194176,966.0
pushdo,0.8556149732620321,0.8281573498964804,0.8416622830089426,966.0
pykspa,0.22321428571428573,0.025879917184265012,0.0463821892393321,966.0
pykspa_noise,0.29086115992970124,0.34265010351966874,0.314638783269962,966.0
qadars,0.9225543478260869,0.7028985507246377,0.7978848413631022,966.0
qakbot,0.6785714285714286,0.2556935817805383,0.37142857142857144,966.0
ramdo,0.927536231884058,0.9937888198757764,0.95952023988006,966.0
ramnit,0.2243797195253506,0.2153209109730849,0.219756999471738,966.0
ranbyus_v1,0.40881057268722465,0.4803312629399586,0.44169443122322705,966.0
ranbyus_v2,0.4708029197080292,0.6677018633540373,0.5522260273972602,966.0
rovnix,0.8802660753880266,0.8219461697722568,0.8501070663811563,966.0
shiotob,0.7030674846625767,0.593167701863354,0.643458731049972,966.0
simda,0.6587091069849691,0.7712215320910973,0.710538865045303,966.0
sisron,0.997874601487779,0.9720496894409938,0.9847928683796539,966.0
suppobox_1,0.698090692124105,0.6055900621118012,0.6485587583148559,966.0
suppobox_2,0.8040478380864765,0.9047619047619048,0.8514369215781783,966.0
suppobox_3,0.9337877312560857,0.9927536231884058,0.9623682890115405,966.0
symmi,0.9906735751295337,0.989648033126294,0.9901605385810461,966.0
tempedreve,0.31283138918345704,0.3053830227743271,0.30906233630172864,966.0
tinba,0.26691042047531993,0.15113871635610765,0.19299405155320554,966.0
vawtrak_v1,0.982635342185904,0.9958592132505176,0.9892030848329048,966.0
vawtrak_v2,0.6185647425897036,0.8209109730848861,0.7055160142348755,966.0
vawtrak_v3,0.6837209302325581,0.6086956521739131,0.6440306681270536,966.0
zeus-newgoz,1.0,0.9886128364389234,0.9942738157209787,966.0
legit,0.6943820224719102,0.639751552795031,0.6659482758620691,966.0
accuracy,0.6763488003897211,0.6763488003897211,0.6763488003897211,0.6763488003897211
macro avg,0.6734620241256153,0.6763488003897212,0.6637495396511807,49266.0
weighted avg,0.6734620241256153,0.6763488003897211,0.6637495396511804,49266.0
