,precision,recall,f1-score,support
alureon,0.2758046614872364,0.5144927536231884,0.3591040462427746,966.0
banjori,1.0,1.0,1.0,966.0
bedep,0.48157051282051283,0.6221532091097308,0.5429087624209575,966.0
ccleaner,0.9907597535934292,0.9989648033126294,0.9948453608247423,966.0
chinad,0.8072174738841406,0.8799171842650103,0.8420009905894007,966.0
corebot,1.0,0.9865424430641822,0.9932256383533089,966.0
cryptolocker,0.28596491228070176,0.16873706004140787,0.21223958333333334,966.0
dircrypt,0.31586021505376344,0.2432712215320911,0.2748538011695907,966.0
dyre,0.9979338842975206,1.0,0.998965873836608,966.0
fobber_v1,0.7183570829840737,0.8871635610766045,0.793886058360352,966.0
fobber_v2,0.2618542108987969,0.3830227743271222,0.3110550651534258,966.0
gozi_gpl,0.8666053357865685,0.9751552795031055,0.9176814417924987,966.0
gozi_luther,0.795774647887324,0.8188405797101449,0.8071428571428572,966.0
gozi_nasa,0.6822977725674091,0.6024844720496895,0.639912039582188,966.0
gozi_rfc4343,0.592956592956593,0.7494824016563147,0.6620941929583906,966.0
kraken_v1,0.6278713629402757,0.8488612836438924,0.721830985915493,966.0
kraken_v2,0.26541554959785524,0.10248447204968944,0.14787154592979837,966.0
locky,0.3038277511961722,0.13146997929606624,0.18352601156069365,966.0
matsnu,0.9290187891440501,0.9213250517598344,0.9251559251559253,966.0
murofet_v1,0.8770949720670391,0.9751552795031055,0.9235294117647059,966.0
murofet_v2,0.7388178913738019,0.9575569358178054,0.8340847610459874,966.0
murofet_v3,1.0,0.9824016563146998,0.9911227154046998,966.0
necurs,0.24172661870503598,0.17391304347826086,0.20228777844671883,966.0
nymaim,0.9269729093050648,0.8146997929606625,0.8672176308539946,966.0
padcrypt,0.9656218402426694,0.9886128364389234,0.9769820971867008,966.0
pizd,0.6571782178217822,0.5496894409937888,0.5986471251409246,966.0
proslikefan,0.42135761589403975,0.5269151138716356,0.46826126954921804,966.0
pushdo,0.7012987012987013,0.8944099378881988,0.786169244767971,966.0
pykspa,0.22330097087378642,0.023809523809523808,0.043030869971936385,966.0
pykspa_noise,0.3042168674698795,0.20910973084886128,0.24785276073619633,966.0
qadars,0.9306784660766961,0.6532091097308489,0.767639902676399,966.0
qakbot,0.421195652173913,0.16045548654244307,0.232383808095952,966.0
ramdo,0.8936567164179104,0.9917184265010351,0.9401373895976448,966.0
ramnit,0.24537037037037038,0.2743271221532091,0.25904203323558167,966.0
ranbyus_v1,0.3795130142737196,0.46790890269151136,0.4191006026889198,966.0
ranbyus_v2,0.4594298245614035,0.4337474120082816,0.4462193823216188,966.0
rovnix,0.9526315789473684,0.7494824016563147,0.8389339513325609,966.0
shiotob,0.6785714285714286,0.6490683229813664,0.6634920634920634,966.0
simda,0.6859045504994451,0.639751552795031,0.6620246384574184,966.0
sisron,0.9978813559322034,0.9751552795031055,0.9863874345549739,966.0
suppobox_1,0.6552044609665427,0.7298136645962733,0.6904995102840352,966.0
suppobox_2,0.7739965095986039,0.9182194616977226,0.8399621212121213,966.0
suppobox_3,0.9705583756345177,0.989648033126294,0.9800102511532547,966.0
symmi,0.9887410440122825,1.0,0.9943386515697376,966.0
tempedreve,0.2807017543859649,0.5797101449275363,0.3782505910165484,966.0
tinba,0.42391304347826086,0.08074534161490683,0.13565217391304346,966.0
vawtrak_v1,0.9787234042553191,1.0,0.989247311827957,966.0
vawtrak_v2,0.8018720748829953,0.5320910973084886,0.6397013067828251,966.0
vawtrak_v3,0.47981122181436814,0.9472049689440993,0.6369648451096415,966.0
zeus-newgoz,0.9978902953586498,0.979296066252588,0.9885057471264368,966.0
legit,0.7414561664190193,0.5165631469979296,0.6089078706528372,966.0
accuracy,0.670563877725003,0.670563877725003,0.670563877725003,0.670563877725003
macro avg,0.6665564396678276,0.6705638777250031,0.6542134790645678,49266.0
weighted avg,0.6665564396678275,0.670563877725003,0.6542134790645678,49266.0
