,precision,recall,f1-score,support
alureon,0.26888489208633093,0.6190476190476191,0.37492163009404383,966.0
banjori,1.0,1.0,1.0,966.0
bedep,0.478017585931255,0.6190476190476191,0.539467749210645,966.0
ccleaner,0.9948400412796697,0.9979296066252588,0.9963824289405685,966.0
chinad,0.9107142857142857,0.8975155279503105,0.9040667361835245,966.0
corebot,0.9989440337909187,0.979296066252588,0.989022477783586,966.0
cryptolocker,0.322463768115942,0.09213250517598344,0.143317230273752,966.0
dircrypt,0.17590361445783131,0.07556935817805382,0.1057204923968139,966.0
dyre,0.9989658738366081,1.0,0.999482669425763,966.0
fobber_v1,0.6962209302325582,0.9917184265010351,0.8181041844577284,966.0
fobber_v2,0.23775100401606425,0.3064182194616977,0.2677521483491633,966.0
gozi_gpl,0.9158512720156555,0.968944099378882,0.9416498993963783,966.0
gozi_luther,0.7076923076923077,0.8571428571428571,0.7752808988764044,966.0
gozi_nasa,0.7271468144044322,0.5434782608695652,0.6220379146919431,966.0
gozi_rfc4343,0.5543766578249337,0.6490683229813664,0.597997138769671,966.0
kraken_v1,0.7090069284064665,0.6356107660455487,0.6703056768558953,966.0
kraken_v2,0.3841726618705036,0.27639751552795033,0.3214930764599639,966.0
locky,0.2334293948126801,0.16770186335403728,0.1951807228915663,966.0
matsnu,0.9339430894308943,0.9513457556935818,0.9425641025641026,966.0
murofet_v1,0.9607645875251509,0.9886128364389234,0.9744897959183674,966.0
murofet_v2,0.7543581616481775,0.9855072463768116,0.8545780969479353,966.0
murofet_v3,1.0,0.979296066252588,0.9895397489539749,966.0
necurs,0.24479166666666666,0.09730848861283643,0.13925925925925925,966.0
nymaim,0.9308755760368663,0.8364389233954451,0.8811341330425301,966.0
padcrypt,0.963265306122449,0.9772256728778468,0.9701952723535457,966.0
pizd,0.6844783715012722,0.556935817805383,0.6141552511415526,966.0
proslikefan,0.4026377036462374,0.5372670807453416,0.46031042128603106,966.0
pushdo,0.844994617868676,0.8126293995859213,0.8284960422163589,966.0
pykspa,0.2568639414276998,0.4358178053830228,0.3232245681381958,966.0
pykspa_noise,0.2647058823529412,0.046583850931677016,0.07922535211267606,966.0
qadars,0.8552311435523114,0.727743271221532,0.7863534675615212,966.0
qakbot,0.46405228758169936,0.4409937888198758,0.45222929936305734,966.0
ramdo,0.8871415356151712,0.9927536231884058,0.936980947728383,966.0
ramnit,0.16964285714285715,0.11801242236024845,0.1391941391941392,966.0
ranbyus_v1,0.36363636363636365,0.34782608695652173,0.3555555555555555,966.0
ranbyus_v2,0.321572130415364,0.7453416149068323,0.44929797191887677,966.0
rovnix,0.9451887941534713,0.8033126293995859,0.8684946838276442,966.0
shiotob,0.6827021494370522,0.6904761904761905,0.6865671641791045,966.0
simda,0.7669584245076586,0.7256728778467909,0.7457446808510638,966.0
sisron,0.9968911917098445,0.9958592132505176,0.9963749352667012,966.0
suppobox_1,0.6589434661723819,0.7360248447204969,0.6953545232273839,966.0
suppobox_2,0.803886925795053,0.9420289855072463,0.867492850333651,966.0
suppobox_3,0.9816138917262512,0.994824016563147,0.9881748071979435,966.0
symmi,0.9917440660474717,0.994824016563147,0.9932816537467701,966.0
tempedreve,0.32646048109965636,0.19668737060041408,0.24547803617571054,966.0
tinba,0.2469879518072289,0.042443064182194616,0.07243816254416961,966.0
vawtrak_v1,0.988659793814433,0.9927536231884058,0.990702479338843,966.0
vawtrak_v2,0.6907037358818419,0.8229813664596274,0.7510628247520075,966.0
vawtrak_v3,0.7540826128722382,0.8126293995859213,0.7822620827105131,966.0
zeus-newgoz,0.9896587383660806,0.9906832298136646,0.9901707190894982,966.0
legit,0.7300771208226221,0.587991718426501,0.6513761467889908,966.0
accuracy,0.6781147241505298,0.6781147241505298,0.6781147241505298,0.6781147241505298
macro avg,0.6700371888798534,0.6781147241505296,0.662038083340068,49266.0
weighted avg,0.6700371888798534,0.6781147241505298,0.6620380833400681,49266.0
