,precision,recall,f1-score,support
alureon,0.2648539778449144,0.5445134575569358,0.3563685636856368,966.0
banjori,1.0,1.0,1.0,966.0
bedep,0.5343659244917716,0.5714285714285714,0.5522761380690345,966.0
ccleaner,0.9948506694129763,1.0,0.9974186886938565,966.0
chinad,0.8775100401606426,0.9047619047619048,0.8909276248725789,966.0
corebot,0.9926238145416227,0.9751552795031055,0.9838120104438642,966.0
cryptolocker,0.31058823529411766,0.13664596273291926,0.18979151689432067,966.0
dircrypt,0.2781655034895314,0.2888198757763975,0.2833925850685627,966.0
dyre,1.0,1.0,1.0,966.0
fobber_v1,0.7285491419656787,0.9668737060041408,0.8309608540925267,966.0
fobber_v2,0.25824175824175827,0.2919254658385093,0.2740524781341108,966.0
gozi_gpl,0.8875968992248062,0.94824016563147,0.916916916916917,966.0
gozi_luther,0.7741935483870968,0.9192546583850931,0.840511121628017,966.0
gozi_nasa,0.7037037037037037,0.7080745341614907,0.7058823529411765,966.0
gozi_rfc4343,0.6467991169977925,0.6066252587991718,0.6260683760683761,966.0
kraken_v1,0.6276674025018396,0.8830227743271222,0.733763440860215,966.0
kraken_v2,0.36018957345971564,0.15734989648033126,0.21902017291066286,966.0
locky,0.25190839694656486,0.034161490683229816,0.0601640838650866,966.0
matsnu,0.9469214437367304,0.9233954451345756,0.9350104821802935,966.0
murofet_v1,0.9894957983193278,0.9751552795031055,0.9822732012513035,966.0
murofet_v2,0.7177177177177178,0.989648033126294,0.8320278503046128,966.0
murofet_v3,1.0,0.9958592132505176,0.9979253112033196,966.0
necurs,0.24236983842010773,0.13975155279503104,0.17728168089297439,966.0
nymaim,0.8990120746432492,0.8478260869565217,0.8726691529035696,966.0
padcrypt,0.9741657696447793,0.9368530020703933,0.9551451187335093,966.0
pizd,0.6832694763729247,0.5538302277432712,0.6117781589479703,966.0
proslikefan,0.31316098707403056,0.55175983436853,0.39955022488755626,966.0
pushdo,0.6442715700141443,0.943064182194617,0.7655462184873949,966.0
pykspa,0.2532795156407669,0.2598343685300207,0.2565150740929994,966.0
pykspa_noise,0.23265306122448978,0.17701863354037267,0.20105820105820105,966.0
qadars,0.7639810426540284,0.8343685300207039,0.7976249381494309,966.0
qakbot,0.48919449901768175,0.2577639751552795,0.3376271186440678,966.0
ramdo,0.9301181102362205,0.9782608695652174,0.9535822401614531,966.0
ramnit,0.2132701421800948,0.046583850931677016,0.07646559048428207,966.0
ranbyus_v1,0.44091903719912473,0.41718426501035194,0.4287234042553192,966.0
ranbyus_v2,0.4463615903975994,0.6159420289855072,0.517616354936929,966.0
rovnix,0.9710982658959537,0.6956521739130435,0.8106151990349818,966.0
shiotob,0.7190839694656489,0.48757763975155277,0.5811227637260951,966.0
simda,0.7310606060606061,0.7991718426501035,0.7636003956478733,966.0
sisron,0.9948506694129763,1.0,0.9974186886938565,966.0
suppobox_1,0.6605335786568537,0.7432712215320911,0.6994641987335606,966.0
suppobox_2,0.7864077669902912,0.922360248447205,0.8489757027155789,966.0
suppobox_3,0.9673802242609582,0.9824016563146998,0.9748330765279917,966.0
symmi,0.9817073170731707,1.0,0.9907692307692307,966.0
tempedreve,0.27668539325842695,0.2039337474120083,0.23480333730631706,966.0
tinba,0.23171889838556506,0.2525879917184265,0.24170381376919267,966.0
vawtrak_v1,0.984646878198567,0.9958592132505176,0.9902213072568193,966.0
vawtrak_v2,0.6311926605504588,0.7122153209109731,0.6692607003891051,966.0
vawtrak_v3,0.5998322147651006,0.7401656314699793,0.6626506024096385,966.0
zeus-newgoz,1.0,0.9813664596273292,0.9905956112852665,966.0
legit,0.6808009422850412,0.598343685300207,0.6369146005509642,966.0
accuracy,0.6763893963382455,0.6763893963382455,0.6763893963382455,0.6763893963382455
macro avg,0.6644895836552385,0.6763893963382455,0.6598567936379727,49266.0
weighted avg,0.6644895836552386,0.6763893963382455,0.6598567936379726,49266.0
