
Test Phase Duration: 0:09:07 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2990    0.6491    0.4094       966
     banjori     1.0000    1.0000    1.0000       966
       bedep     0.4287    0.7122    0.5352       966
    ccleaner     0.9938    0.9979    0.9959       966
      chinad     0.8793    0.9275    0.9028       966
     corebot     0.9948    0.9876    0.9912       966
cryptolocker     0.3293    0.3106    0.3197       966
    dircrypt     0.2257    0.0528    0.0856       966
        dyre     0.9990    0.9990    0.9990       966
   fobber_v1     0.7235    0.9482    0.8208       966
   fobber_v2     0.2601    0.2143    0.2350       966
    gozi_gpl     0.9275    0.9265    0.9270       966
 gozi_luther     0.8715    0.8075    0.8383       966
   gozi_nasa     0.5660    0.7992    0.6627       966
gozi_rfc4343     0.6852    0.5362    0.6016       966
   kraken_v1     0.6847    0.7619    0.7212       966
   kraken_v2     0.3996    0.2164    0.2807       966
       locky     0.2318    0.1843    0.2053       966
      matsnu     0.8908    0.9545    0.9215       966
  murofet_v1     0.8843    0.9731    0.9266       966
  murofet_v2     0.7416    0.9834    0.8456       966
  murofet_v3     0.9990    0.9948    0.9969       966
      necurs     0.2670    0.0569    0.0939       966
      nymaim     0.8282    0.8830    0.8547       966
    padcrypt     0.9356    0.9928    0.9633       966
        pizd     0.6614    0.6470    0.6541       966
 proslikefan     0.4407    0.3230    0.3728       966
      pushdo     0.7822    0.8737    0.8254       966
      pykspa     0.2769    0.2981    0.2871       966
pykspa_noise     0.3438    0.2267    0.2732       966
      qadars     0.9041    0.7516    0.8208       966
      qakbot     0.8315    0.1532    0.2587       966
       ramdo     0.9129    0.9979    0.9535       966
      ramnit     0.1974    0.3157    0.2429       966
  ranbyus_v1     0.4350    0.4472    0.4410       966
  ranbyus_v2     0.3788    0.7422    0.5016       966
      rovnix     0.9272    0.7774    0.8457       966
     shiotob     0.7551    0.6190    0.6803       966
       simda     0.6959    0.7319    0.7134       966
      sisron     1.0000    1.0000    1.0000       966
  suppobox_1     0.6660    0.6998    0.6825       966
  suppobox_2     0.7985    0.8861    0.8400       966
  suppobox_3     0.9203    0.9917    0.9547       966
       symmi     0.9928    0.9990    0.9959       966
  tempedreve     0.4094    0.2971    0.3443       966
       tinba     0.3249    0.0797    0.1280       966
  vawtrak_v1     0.9660    1.0000    0.9827       966
  vawtrak_v2     0.7033    0.7360    0.7193       966
  vawtrak_v3     0.6425    0.7981    0.7119       966
 zeus-newgoz     1.0000    0.9876    0.9938       966
       legit     0.6942    0.6273    0.6591       966

    accuracy                         0.6839     49266
   macro avg     0.6805    0.6839    0.6670     49266
weighted avg     0.6805    0.6839    0.6670     49266

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.666989  0.683859
Precision  0.680514  0.683859
Recall     0.683859  0.683859

Overall accuracy = 0.6838590508667235

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           627        0      1         0       0        0   
banjori             0      966      0         0       0        0   
bedep               2        0    688         0       0        0   
ccleaner            0        0      0       964       0        0   
chinad              0        0      4         1     896        3   
corebot             0        0      0         0       0      954   
cryptolocker        0        0     41         0       0        0   
dircrypt          147        0    345         0       0        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       0        0   
fobber_v2         625        0      0         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        0      1         0       0        0   
gozi_nasa           0        0      0         0       0        0   
gozi_rfc4343        0        0      2         0       0        0   
kraken_v1           0        0      0         0       0        0   
kraken_v2          99        0      6         0       0        0   
locky               0        0      0         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              4        0      7         0       0        0   
nymaim              0        0      0         0       0        0   
padcrypt            0        0      0         0       0        0   
pizd                0        0      0         0       0        0   
proslikefan        39        0      0         0       0        0   
pushdo             16        0      2         0       0        0   
pykspa             24        0      0         0       0        0   
pykspa_noise       34        0      0         0       0        0   
qadars              0        0      7         4       1        0   
qakbot             21        0     66         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit            199        0    255         0       0        0   
ranbyus_v1          0        0     28         0       0        0   
ranbyus_v2          0        0     79         0       0        0   
rovnix              0        0      0         0       0        0   
shiotob            22        0     50         1     122        0   
simda              45        0      0         0       0        0   
sisron              0        0      0         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        0   
tempedreve        186        0      0         0       0        0   
tinba               5        0     20         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          1        0      0         0       0        0   
vawtrak_v3          0        0      0         0       0        0   
zeus-newgoz         0        0      2         0       0        2   
legit               1        0      1         0       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0        11     0          0        197         0   
banjori                  0         0     0          0          0         0   
bedep                    1        29     0          0          1         0   
ccleaner                 0         0     0          0          0         0   
chinad                   5         0     0          5          0         0   
corebot                  0         0     0          7          0         0   
cryptolocker           300         6     0         53          0         4   
dircrypt                 1        51     0          0         63         0   
dyre                     0         0   965          0          0         0   
fobber_v1                0         0     0        916          0         0   
fobber_v2                0        16     0          0        207         0   
gozi_gpl                 0         0     0          0          0       895   
gozi_luther              0         0     0          0          0         0   
gozi_nasa                0         0     0          0          0         0   
gozi_rfc4343             0         0     0          0          0         0   
kraken_v1                0         0     0          0          0         0   
kraken_v2                4        10     0          0         65         0   
locky                   65         0     0          0          0         0   
matsnu                   0         0     0          0          0         0   
murofet_v1               0         0     0          0          0         2   
murofet_v2               2         0     0          0          0         2   
murofet_v3               0         0     0          0          0         0   
