
Test Phase Duration: 0:08:31 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2768    0.3954    0.3257       966
     banjori     1.0000    1.0000    1.0000       966
       bedep     0.4222    0.6377    0.5080       966
    ccleaner     0.9959    0.9969    0.9964       966
      chinad     0.8389    0.9327    0.8833       966
     corebot     1.0000    0.9793    0.9895       966
cryptolocker     0.4017    0.1501    0.2185       966
    dircrypt     0.1979    0.1398    0.1638       966
        dyre     0.9990    1.0000    0.9995       966
   fobber_v1     0.6948    0.9969    0.8189       966
   fobber_v2     0.2721    0.5248    0.3584       966
    gozi_gpl     0.9213    0.9337    0.9275       966
 gozi_luther     0.8930    0.6222    0.7334       966
   gozi_nasa     0.5782    0.6812    0.6255       966
gozi_rfc4343     0.5110    0.6760    0.5820       966
   kraken_v1     0.7299    0.6770    0.7025       966
   kraken_v2     0.4035    0.3333    0.3651       966
       locky     0.3830    0.1356    0.2003       966
      matsnu     0.9169    0.8913    0.9039       966
  murofet_v1     0.9291    0.9907    0.9589       966
  murofet_v2     0.7061    1.0000    0.8278       966
  murofet_v3     1.0000    0.9876    0.9938       966
      necurs     0.2206    0.1770    0.1964       966
      nymaim     0.8809    0.7961    0.8363       966
    padcrypt     0.9297    0.9855    0.9568       966
        pizd     0.5991    0.7070    0.6486       966
 proslikefan     0.4168    0.4720    0.4427       966
      pushdo     0.8556    0.8282    0.8417       966
      pykspa     0.2232    0.0259    0.0464       966
pykspa_noise     0.2909    0.3427    0.3146       966
      qadars     0.9226    0.7029    0.7979       966
      qakbot     0.6786    0.2557    0.3714       966
       ramdo     0.9275    0.9938    0.9595       966
      ramnit     0.2244    0.2153    0.2198       966
  ranbyus_v1     0.4088    0.4803    0.4417       966
  ranbyus_v2     0.4708    0.6677    0.5522       966
      rovnix     0.8803    0.8219    0.8501       966
     shiotob     0.7031    0.5932    0.6435       966
       simda     0.6587    0.7712    0.7105       966
      sisron     0.9979    0.9720    0.9848       966
  suppobox_1     0.6981    0.6056    0.6486       966
  suppobox_2     0.8040    0.9048    0.8514       966
  suppobox_3     0.9338    0.9928    0.9624       966
       symmi     0.9907    0.9896    0.9902       966
  tempedreve     0.3128    0.3054    0.3091       966
       tinba     0.2669    0.1511    0.1930       966
  vawtrak_v1     0.9826    0.9959    0.9892       966
  vawtrak_v2     0.6186    0.8209    0.7055       966
  vawtrak_v3     0.6837    0.6087    0.6440       966
 zeus-newgoz     1.0000    0.9886    0.9943       966
       legit     0.6944    0.6398    0.6659       966

    accuracy                         0.6763     49266
   macro avg     0.6735    0.6763    0.6637     49266
weighted avg     0.6735    0.6763    0.6637     49266

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.663750  0.676349
Precision  0.673462  0.676349
Recall     0.676349  0.676349

Overall accuracy = 0.6763488003897211

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           382        0      0         0       0        0   
banjori             0      966      0         0       0        0   
bedep               1        0    616         0       0        0   
ccleaner            0        0      0       963       0        0   
chinad              0        0      9         1     901        0   
corebot             0        0      0         0       2      946   
cryptolocker        2        0     36         0       0        0   
dircrypt           93        0    329         0       0        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       0        0   
fobber_v2         365        0      0         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        0      0         0       0        0   
gozi_nasa           0        0      1         0       0        0   
gozi_rfc4343        0        0      6         0       0        0   
kraken_v1           0        0      2         0       0        0   
kraken_v2          68        0      6         0       0        0   
locky               0        0      0         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              3        0      4         0       0        0   
nymaim              0        0      0         0       0        0   
padcrypt            0        0      2         0       0        0   
pizd                0        0      0         0       0        0   
proslikefan        26        0      0         0       0        0   
pushdo             29        0      0         0       0        0   
pykspa             44        0      0         0       0        0   
pykspa_noise       41        0      0         0       0        0   
qadars              1        0      2         2      22        0   
qakbot             12        0     65         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit            133        0    231         0       0        0   
ranbyus_v1          0        0     29         0       0        0   
ranbyus_v2          0        0     77         0       0        0   
rovnix              0        0      0         0       0        0   
shiotob            14        0     41         1     148        0   
simda              65        0      0         0       0        0   
sisron              0        0      0         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        0   
tempedreve         75        0      0         0       0        0   
tinba              17        0      1         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          1        0      0         0       0        0   
vawtrak_v3          2        0      0         0       0        0   
zeus-newgoz         0        0      2         0       1        0   
legit               6        0      0         0       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0        13     0          0        491         0   
banjori                  0         0     0          0          0         0   
bedep                    0       105     0          0          6         0   
ccleaner                 0         0     0          0          0         0   
chinad                   0         0     0          4          0         0   
corebot                  0         0     0         10          0         0   
cryptolocker           145        31     0         73          3         4   
dircrypt                 0       135     0          0        158         0   
dyre                     0         0   966          0          0         0   
fobber_v1                0         0     0        963          0         0   
fobber_v2                0        13     0          0        507         0   
gozi_gpl                 0         0     0          0          0       902   
gozi_luther              0         3     0          0          0         0   
gozi_nasa                0         3     0          0          1         0   
gozi_rfc4343             0         3     0          0          0         0   
kraken_v1                3         7     0          0          0         0   
kraken_v2                1        26     0          0        113         1   
locky                   22         0     0          1          0         4   
matsnu                   0         0     0          0          0         0   
murofet_v1               0         0     0          0          0         2   
murofet_v2               0         0     0          0          0         0   
murofet_v3               0         0     0          0          0         0   
