,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
alureon,365,0,0,0,0,0,0,5,0,0,326,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,7,26,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,110,36,0,17,22,0,1
banjori,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bedep,0,0,549,0,0,0,0,121,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,11,0,0,0,8,0,113,5,2,0,1,0,0,0,0,0,0,5,113,0,0,0,0,0
ccleaner,0,0,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
chinad,0,0,5,1,803,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,2,0,10,0,0,0,0,0,0,0,7,13,0,0,0,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0
corebot,0,0,0,0,0,926,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
cryptolocker,0,0,14,0,0,0,268,11,0,43,0,3,0,0,0,1,1,54,0,0,93,0,89,0,1,2,0,10,15,18,0,7,5,35,94,0,0,0,1,0,0,0,0,0,24,143,0,0,0,0,0
dircrypt,89,0,147,0,0,0,4,149,0,0,82,0,10,2,2,0,6,0,0,0,0,0,3,0,0,0,2,15,8,0,0,62,0,154,7,3,0,0,1,0,0,0,0,0,32,135,0,5,8,0,6
dyre,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fobber_v1,0,0,0,0,0,0,2,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fobber_v2,352,0,0,0,0,0,0,7,0,0,333,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,109,37,0,16,22,0,2
gozi_gpl,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gozi_luther,0,0,0,0,0,0,0,0,0,0,0,0,804,42,58,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3
gozi_nasa,0,0,0,0,0,0,0,0,0,0,0,0,62,740,97,0,0,0,13,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,12
gozi_rfc4343,0,0,1,0,0,0,0,0,0,0,0,0,83,159,654,0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,11
kraken_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,368,4,0,0,0,0,0,0,0,0,11,1,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,1
kraken_v2,72,0,0,0,0,0,2,15,0,0,50,0,0,0,0,108,484,7,0,0,0,0,24,2,0,0,30,6,30,0,0,0,6,4,3,0,0,0,11,0,0,0,0,0,23,41,0,4,9,0,1
locky,0,0,0,0,0,0,48,0,0,0,0,3,0,0,0,0,5,254,0,2,37,0,158,5,0,0,107,7,20,10,0,4,3,0,108,30,0,0,13,0,0,0,0,0,37,81,0,0,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,923,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,0,0,1,0,0,0,9,2,0,12,3,1,0,0,0,0,13,29,0,14,6,0,375,1,0,0,122,11,5,5,0,17,2,2,134,65,0,0,20,0,0,0,0,0,15,68,0,0,0,0,0
nymaim,0,0,0,0,0,0,0,0,0,0,0,18,2,2,11,0,0,0,23,0,0,0,1,761,0,23,5,4,0,2,0,0,0,0,0,0,24,0,11,0,15,2,3,0,0,2,4,1,1,0,17
padcrypt,0,0,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,915,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,20,1,0,0,0,0,0,0,0,0
proslikefan,31,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,3,18,0,0,1,0,38,1,0,0,483,1,89,70,0,0,0,0,11,0,0,0,76,0,0,8,0,0,48,12,0,4,6,0,9
