,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
alureon,594,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,12,0,0,0,0,2,0,0,0,0,0,31,0,0,2,6,0,5
banjori,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bedep,0,0,570,0,0,0,0,167,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,81,1,3,0,2,0,0,0,0,0,0,0,31,0,0,0,0,0
ccleaner,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinad,0,0,3,0,836,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
corebot,0,0,0,0,0,861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
cryptolocker,0,0,20,0,0,0,415,39,0,17,0,3,0,0,0,0,2,33,0,0,76,0,4,0,1,1,0,2,28,6,0,8,2,39,75,7,0,0,0,0,0,0,0,0,5,82,0,0,0,0,0
dircrypt,149,0,179,0,0,0,0,276,0,0,44,0,1,0,1,0,7,0,0,0,0,0,0,0,3,0,7,4,0,6,0,2,0,110,3,4,0,0,0,0,0,0,0,0,13,44,0,1,6,0,5
dyre,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fobber_v1,0,0,0,0,0,0,1,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fobber_v2,597,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,36,0,0,2,5,0,9
gozi_gpl,0,0,0,0,0,0,1,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gozi_luther,0,0,0,0,0,0,0,1,0,0,0,0,739,22,88,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
gozi_nasa,0,0,0,0,0,0,0,0,0,0,0,0,22,643,176,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
gozi_rfc4343,0,0,0,0,0,0,0,1,0,0,0,0,19,77,730,0,0,0,22,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8
kraken_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kraken_v2,92,0,0,0,0,0,2,9,0,0,26,0,0,0,0,130,441,0,0,0,0,0,51,1,0,0,32,1,1,7,0,0,0,25,0,0,0,0,1,0,0,0,0,0,10,19,0,0,3,0,14
locky,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,4,396,0,1,35,0,43,2,0,0,70,1,15,26,0,23,1,0,50,58,0,0,3,0,0,0,0,0,22,27,0,0,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,3,0,3,0,0,0,14,8,0,12,1,0,1,0,0,0,10,36,0,6,11,0,460,0,0,1,80,1,3,6,0,14,1,1,69,83,1,0,1,0,0,0,0,0,5,30,0,0,0,0,4
nymaim,0,0,0,0,0,0,0,0,0,0,0,7,0,2,6,0,0,3,21,0,0,0,6,768,0,9,4,0,0,0,0,0,0,0,2,1,1,0,1,0,6,1,1,0,0,0,5,1,0,0,20
padcrypt,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,15,0,1,0,0,0,0,0,0
proslikefan,36,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,3,45,0,0,0,0,33,1,0,0,468,0,54,86,0,6,0,2,3,0,0,0,31,0,0,2,0,0,62,3,0,1,0,0,20
pushdo,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,827,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,6,14,0,4
pykspa,18,0,0,0,0,0,23,1,0,0,5,0,0,0,0,2,7,6,0,0,0,0,0,0,0,1,73,7,203,215,0,6,4,26,2,0,0,0,36,0,0,0,0,0,189,15,0,0,5,0,21
pykspa_noise,20,0,0,0,0,0,19,1,0,0,8,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,65,7,214,233,0,11,4,29,1,0,0,0,18,0,1,2,0,0,175,19,0,0,5,0,22
qadars,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3,775,0,0,1,0,0,0,60,0,0,0,0,0,0,2,6,5,0,1,0,0
qakbot,13,0,23,0,0,0,74,45,0,47,9,0,0,0,0,0,4,28,0,0,51,0,0,0,1,0,27,0,29,32,0,369,1,16,5,3,0,0,1,0,0,0,0,0,60,26,0,0,0,0,1
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
