,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
alureon,396,0,0,0,0,0,0,3,0,0,416,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,8,2,0,3,8,0,1
banjori,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bedep,0,0,619,0,0,0,10,111,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,57,2,0,0,9,0,0,0,0,0,0,0,46,0,0,0,0,0
ccleaner,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinad,0,0,7,0,838,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
corebot,0,0,0,0,0,859,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
cryptolocker,0,0,41,0,0,0,488,15,0,14,0,2,1,0,0,1,1,59,0,0,71,0,2,2,1,3,0,4,13,3,0,4,4,18,37,6,0,0,0,0,0,0,0,0,6,69,0,0,0,0,0
dircrypt,108,0,255,0,0,0,6,208,0,0,76,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,8,4,3,8,0,6,0,85,8,1,0,0,1,0,0,0,0,0,1,57,0,3,7,0,3
dyre,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fobber_v1,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fobber_v2,381,0,0,0,0,0,0,3,0,0,432,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,5,9,0,3
gozi_gpl,0,0,0,0,0,0,2,0,0,0,0,814,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gozi_luther,0,0,0,0,0,0,0,1,0,0,0,0,770,31,48,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4
gozi_nasa,0,0,0,0,0,0,0,2,0,0,0,0,27,661,139,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,1,0,1,0,0,13
gozi_rfc4343,0,0,2,0,0,0,0,2,0,0,0,0,32,87,711,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,17
kraken_v1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,736,125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kraken_v2,55,0,2,0,0,0,4,10,0,0,56,0,0,0,0,318,330,0,0,0,0,0,4,1,0,0,13,3,6,14,0,0,2,9,0,0,0,0,1,0,0,0,0,0,1,28,0,2,1,0,5
locky,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,2,421,0,0,28,0,15,4,1,0,68,5,29,13,0,16,3,0,30,45,0,0,6,0,0,0,0,0,28,42,0,0,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,27
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,848,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,842,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,2,0,1,0,0,0,19,4,0,11,2,2,0,0,0,0,9,114,0,2,8,0,335,0,0,1,84,2,5,3,0,19,2,3,79,97,0,0,6,0,0,0,0,0,10,43,0,0,0,0,2
nymaim,0,0,0,0,0,0,0,0,0,0,0,4,2,4,9,0,0,1,17,0,0,0,1,759,0,13,3,0,0,0,0,0,0,0,2,0,18,0,5,0,3,1,4,0,0,0,3,0,3,0,13
padcrypt,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,860,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,0,0,0,0,0,2,0,0,0,60,18,6,0,1,0,0,0,0,0,0
proslikefan,26,0,0,0,0,0,1,1,0,0,11,0,0,0,0,0,10,25,0,0,0,0,14,0,0,0,482,0,113,39,0,6,0,5,2,0,0,0,22,0,0,2,0,0,77,9,0,4,1,0,15
pushdo,0,0,0,0,0,0,0,3,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,1
pykspa,15,0,0,0,0,0,32,14,0,0,10,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,34,6,332,116,0,14,1,3,0,0,0,1,21,0,0,3,0,0,222,14,0,0,9,0,12
pykspa_noise,13,0,0,0,0,0,25,8,0,0,17,0,0,0,0,1,8,1,0,0,0,0,0,1,0,0,25,1,355,102,0,6,3,4,0,0,0,0,12,0,0,4,0,0,228,23,0,2,17,0,9
qadars,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,823,1,0,0,0,0,0,13,0,0,0,0,0,0,4,6,4,0,1,0,0
qakbot,11,0,32,0,0,0,90,48,0,48,12,0,0,0,0,1,3,24,0,0,30,0,0,0,2,0,21,0,38,19,0,372,7,9,3,1,0,0,1,0,0,0,0,0,75,17,0,0,1,0,0
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,121,0,189,0,0,0,15,134,0,0,88,0,2,1,0,0,15,0,0,0,0,0,0,0,1,0,9,7,7,11,0,0,0,141,7,1,0,0,3,0,0,0,0,0,7,95,0,3,4,0,4
ranbyus_v1,0,0,43,0,0,0,120,10,0,0,0,0,0,0,0,1,0,28,0,0,0,0,2,4,1,1,0,0,0,0,0,0,3,13,637,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ranbyus_v2,0,0,43,0,0,0,0,39,0,94,0,0,1,1,0,0,0,11,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,27,1,636,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
