,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
alureon,555,0,0,0,0,0,0,0,0,0,294,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,70,29,0,0
banjori,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bedep,55,0,527,0,0,0,4,33,0,0,63,0,7,0,0,7,12,1,0,0,0,0,0,0,7,0,0,20,0,0,0,0,0,163,1,4,0,31,0,0,0,0,0,0,0,42,0,1,5,0,0
ccleaner,0,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinad,0,0,4,4,531,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,186,0,0,0,0,15,0,228,0,1,0,0,0,0,0,0,0,0,0,0,0
corebot,0,0,0,0,1,911,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,47,0,0,0,0,0,1,0
cryptolocker,19,0,54,0,0,0,26,6,0,80,14,1,3,0,0,6,5,179,0,0,115,0,29,4,6,2,1,21,0,89,0,0,14,45,49,76,0,6,13,5,3,0,0,0,32,74,3,2,1,0,0
dircrypt,197,0,392,0,1,0,4,24,0,0,137,0,7,2,2,6,10,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,101,1,5,0,5,1,2,0,0,0,0,0,29,0,30,15,0,0
dyre,0,0,0,0,0,0,0,0,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fobber_v1,0,0,0,0,1,0,1,0,0,936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,26,0,2,0,2,0,0,7,4,0,0,0,0,0,0,0
fobber_v2,494,0,0,0,0,0,0,0,0,0,332,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,76,34,0,0
gozi_gpl,0,0,0,0,0,0,0,0,0,1,0,848,4,0,1,0,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,0,0,0,0,2,72,0,5,1,0,0,1,0,0,0,0,0,3,0,0
gozi_luther,0,0,1,0,0,0,0,0,0,0,0,0,782,1,143,0,0,0,9,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,10,28,0,2
gozi_nasa,0,0,1,0,0,0,0,0,0,0,1,0,187,137,510,0,0,0,80,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,41,0,6
gozi_rfc4343,0,0,5,0,0,0,0,0,0,0,1,0,220,61,591,0,0,0,51,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,23,0,8
kraken_v1,0,0,4,0,0,0,0,0,0,5,0,0,0,0,1,623,98,28,0,0,0,0,1,0,2,0,1,1,0,159,0,0,22,1,10,0,0,1,8,1,0,0,1,0,8,0,0,3,5,0,0
kraken_v2,128,0,6,0,1,0,0,0,0,0,73,0,0,0,0,157,101,41,0,0,0,0,21,2,0,0,73,15,0,160,0,0,29,13,10,1,0,0,60,0,0,0,0,0,15,26,18,21,10,0,2
locky,1,0,4,0,0,0,5,0,0,7,0,2,2,0,0,2,1,244,0,0,82,0,42,5,1,0,60,41,0,69,0,0,10,0,17,200,0,0,97,3,0,0,1,0,47,21,15,2,2,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,5,3,45,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,921,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,951,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,7,0,14,0,1,0,5,0,0,32,6,1,5,0,0,1,1,131,0,8,17,0,46,8,1,0,81,46,0,44,0,1,3,1,32,287,1,1,116,0,0,0,1,0,12,49,21,0,2,0,1
nymaim,0,0,0,0,0,0,0,0,0,0,0,31,4,2,3,0,0,0,38,0,0,0,0,757,0,33,0,1,0,1,0,0,0,0,0,0,58,0,11,0,11,11,6,0,0,0,3,1,8,0,4
padcrypt,0,0,20,0,0,0,0,7,0,3,0,1,13,0,0,1,1,0,0,0,0,0,2,2,878,0,0,4,0,0,0,0,1,8,0,15,0,7,0,0,2,0,7,0,0,5,0,2,4,0,0
