
Test Phase Duration: 0:03:51 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2774    0.3991    0.3273       932
     banjori     1.0000    1.0000    1.0000       932
       bedep     0.6600    0.5708    0.6122       932
    ccleaner     1.0000    1.0000    1.0000       932
      chinad     0.9909    0.8219    0.8985       932
     corebot     0.9989    0.9903    0.9946       932
cryptolocker     0.4692    0.2618    0.3361       932
    dircrypt     0.3421    0.2500    0.2889       932
        dyre     1.0000    1.0000    1.0000       932
   fobber_v1     0.8108    0.9152    0.8599       932
   fobber_v2     0.2717    0.5408    0.3617       932
    gozi_gpl     0.9414    0.9657    0.9534       932
 gozi_luther     0.9337    0.8305    0.8790       932
   gozi_nasa     0.7182    0.7822    0.7488       932
gozi_rfc4343     0.7053    0.7779    0.7398       932
   kraken_v1     0.6775    0.8273    0.7449       932
   kraken_v2     0.4252    0.2103    0.2814       932
       locky     0.4265    0.4077    0.4169       932
      matsnu     0.9654    0.8981    0.9305       932
  murofet_v1     0.9850    0.9850    0.9850       932
  murofet_v2     0.8743    0.8884    0.8813       932
  murofet_v3     1.0000    0.9957    0.9978       932
      necurs     0.5701    0.2618    0.3588       932
      nymaim     0.9038    0.8766    0.8900       932
    padcrypt     0.9904    0.9925    0.9914       932
        pizd     0.7117    0.8026    0.7544       932
 proslikefan     0.4377    0.5354    0.4817       932
      pushdo     0.8562    0.9324    0.8927       932
      pykspa     0.2454    0.2715    0.2578       932
pykspa_noise     0.3099    0.2511    0.2774       932
      qadars     0.9522    0.7908    0.8640       932
      qakbot     0.7081    0.3487    0.4673       932
       ramdo     0.9655    0.9914    0.9783       932
      ramnit     0.2785    0.3412    0.3067       932
  ranbyus_v1     0.5038    0.7811    0.6125       932
  ranbyus_v2     0.6707    0.6620    0.6663       932
      rovnix     0.9479    0.8788    0.9120       932
     shiotob     0.7312    0.8144    0.7706       932
       simda     0.8739    0.6620    0.7534       932
      sisron     0.9947    1.0000    0.9973       932
  suppobox_1     0.8444    0.7103    0.7716       932
  suppobox_2     0.8507    0.9539    0.8993       932
  suppobox_3     0.9718    0.9979    0.9846       932
       symmi     0.9915    0.9989    0.9952       932
  tempedreve     0.3821    0.5300    0.4440       932
       tinba     0.5023    0.2361    0.3212       932
  vawtrak_v1     0.9883    1.0000    0.9941       932
  vawtrak_v2     0.7919    0.8820    0.8345       932
  vawtrak_v3     0.8374    0.8734    0.8550       932
 zeus-newgoz     1.0000    0.9957    0.9978       932
       legit     0.6932    0.7103    0.7016       932

    accuracy                         0.7334     47532
   macro avg     0.7447    0.7334    0.7308     47532
weighted avg     0.7447    0.7334    0.7308     47532

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.730781  0.733359
Precision  0.744682  0.733359
Recall     0.733359  0.733359

Overall accuracy = 0.7333585794832954

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           372        0      0         0       0        0   
banjori             0      932      0         0       0        0   
bedep              10        0    532         0       0        0   
ccleaner            0        0      0       932       0        0   
chinad              0        0      5         0     766        0   
corebot             0        0      0         0       0      923   
cryptolocker        5        0     20         0       0        0   
dircrypt          114        0    108         0       0        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       0        0   
fobber_v2         366        0      0         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        0      0         0       0        0   
gozi_nasa           0        0      0         0       0        0   
gozi_rfc4343        1        0      0         0       0        0   
kraken_v1           0        0      0         0       0        0   
kraken_v2          63        0      0         0       0        0   
locky               0        0      0         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              3        0      0         0       0        0   
nymaim              0        0      0         0       0        0   
padcrypt            0        0      1         0       0        0   
pizd                0        0      0         0       0        0   
proslikefan        25        0      0         0       0        0   
pushdo              6        0      0         0       0        0   
pykspa             23        0      0         0       0        0   
pykspa_noise       29        0      0         0       0        0   
qadars              0        0      4         0       0        0   
qakbot             13        0     13         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit            110        0     49         0       0        0   
ranbyus_v1          0        0     19         0       0        0   
ranbyus_v2          0        0      8         0       0        0   
rovnix              0        0      0         0       1        0   
shiotob            14        0     40         0       6        0   
simda              47        0      0         0       0        0   
sisron              0        0      0         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        0   
tempedreve         99        0      0         0       0        0   
tinba              41        0      7         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          0        0      0         0       0        0   
vawtrak_v3          0        0      0         0       0        0   
zeus-newgoz         0        0      0         0       0        1   
legit               0        0      0         0       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0         1     0          0        493         0   
banjori                  0         0     0          0          0         0   
bedep                    1       139     0          0         12         0   
ccleaner                 0         0     0          0          0         0   
chinad                   2         0     0          1          0         0   
corebot                  0         0     0          1          0         0   
cryptolocker           244        21     0         14          4         3   
dircrypt                 0       233     0          0        157         0   
dyre                     0         0   932          0          0         0   
fobber_v1                1         0     0        853          0         0   
fobber_v2                0         2     0          0        504         0   
gozi_gpl                 1         0     0          0          0       900   
gozi_luther              0         3     0          0          0         0   
gozi_nasa                0         0     0          0          0         0   
gozi_rfc4343             0         2     0          0          0         0   
kraken_v1                0         0     0          0          0         0   
kraken_v2                1         4     0          0        124         0   
locky                   48         0     0          0          0         0   
matsnu                   0         0     0          0          0         0   
murofet_v1               1         0     0          0          0         3   
murofet_v2              83         0     0          0          0         0   
murofet_v3               0         0     0          0          0         0   
