
Test Phase Duration: 0:04:49 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2548    0.7080    0.3747       983
     banjori     1.0000    1.0000    1.0000       983
       bedep     0.3296    0.5341    0.4076       983
    ccleaner     0.9859    0.9990    0.9924       983
      chinad     0.7993    0.7172    0.7560       983
     corebot     0.9979    0.9674    0.9824       983
cryptolocker     0.1364    0.0305    0.0499       983
    dircrypt     0.2071    0.2848    0.2398       983
        dyre     0.9919    1.0000    0.9959       983
   fobber_v1     0.4405    0.9868    0.6091       983
   fobber_v2     0.1579    0.0336    0.0554       983
    gozi_gpl     0.7593    0.9593    0.8476       983
 gozi_luther     0.7761    0.8006    0.7882       983
   gozi_nasa     0.6492    0.5554    0.5987       983
gozi_rfc4343     0.5314    0.6114    0.5686       983
   kraken_v1     0.6647    0.7040    0.6838       983
   kraken_v2     0.3398    0.0712    0.1177       983
       locky     0.1448    0.0977    0.1166       983
      matsnu     0.6872    0.9298    0.7903       983
  murofet_v1     0.7291    0.9827    0.8371       983
  murofet_v2     0.5259    0.9898    0.6869       983
  murofet_v3     1.0000    0.9908    0.9954       983
      necurs     0.2857    0.0020    0.0040       983
      nymaim     0.8256    0.6307    0.7151       983
    padcrypt     0.8365    0.9888    0.9063       983
        pizd     0.4191    0.4456    0.4320       983
 proslikefan     0.3859    0.3886    0.3872       983
      pushdo     0.6274    0.6887    0.6566       983
      pykspa     0.2446    0.2655    0.2546       983
pykspa_noise     0.3233    0.0763    0.1235       983
      qadars     0.5084    0.8301    0.6306       983
      qakbot     0.2755    0.0549    0.0916       983
       ramdo     0.8181    0.9563    0.8818       983
      ramnit     0.1178    0.0356    0.0547       983
  ranbyus_v1     0.2212    0.1272    0.1615       983
  ranbyus_v2     0.2914    0.4313    0.3478       983
      rovnix     0.7550    0.7335    0.7441       983
     shiotob     0.4398    0.0743    0.1271       983
       simda     0.5178    0.6501    0.5765       983
      sisron     0.9343    0.9980    0.9651       983
  suppobox_1     0.4762    0.5799    0.5229       983
  suppobox_2     0.7436    0.7345    0.7390       983
  suppobox_3     0.9714    0.9329    0.9517       983
       symmi     0.9596    0.9908    0.9750       983
  tempedreve     0.3451    0.1292    0.1880       983
       tinba     0.1957    0.0936    0.1266       983
  vawtrak_v1     0.9183    0.9949    0.9551       983
  vawtrak_v2     0.3863    0.7813    0.5170       983
  vawtrak_v3     0.5050    0.5137    0.5093       983
 zeus-newgoz     0.9857    0.9847    0.9852       983
       legit     0.8040    0.3255    0.4634       983

    accuracy                         0.5959     50133
   macro avg     0.5731    0.5959    0.5586     50133
weighted avg     0.5731    0.5959    0.5586     50133

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.558583  0.595935
Precision  0.573085  0.595935
Recall     0.595935  0.595935

Overall accuracy = 0.5959348133963657

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           696        0      3         0       0        0   
banjori             0      983      0         0       0        0   
bedep              29        0    525         0       2        0   
ccleaner            0        0      0       982       0        0   
chinad              0        0      4         2     705        0   
corebot             0        0      0         0       0      951   
cryptolocker        6        0     83         0       1        0   
dircrypt          227        0    276         0       1        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       0        0   
fobber_v2         716        0      4         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        0      3         0       0        0   
gozi_nasa           0        0      0         0       0        0   
gozi_rfc4343        0        0      3         0       0        0   
kraken_v1           1        0     10         0       0        0   
kraken_v2         158        0     29         0       0        0   
locky               2        0      5         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              9        0      6         0       3        0   
nymaim              0        0      0         0       0        0   
padcrypt            0        0      1         0       0        0   
pizd                0        0      0         0       0        0   
proslikefan        63        0      1         0       0        0   
pushdo             50        0     24         0       0        0   
pykspa             61        0      6         0       0        0   
pykspa_noise       65        0      4         0       0        0   
qadars              1        0     15         7      51        0   
qakbot             28        0     47         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit            251        0    265         0       0        0   
ranbyus_v1          1        0     63         0       0        0   
ranbyus_v2          0        0     78         0       2        0   
rovnix              0        0      0         0       0        0   
shiotob            32        0     57         2     116        1   
simda              91        0      0         0       0        0   
sisron              2        0      0         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        0   
tempedreve        176        0      1         0       0        0   
tinba              61        0     80         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          3        0      0         0       0        0   
vawtrak_v3          2        0      0         0       0        0   
zeus-newgoz         0        0      0         0       1        1   
legit               1        0      0         3       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0        48     0          0         30         0   
banjori                  0         0     0          0          0         0   
bedep                    0       364     0          4          0         0   
ccleaner                 0         0     0          0          0         0   
chinad                   0         3     0         17          0         1   
corebot                  0         0     0          3          0         0   
cryptolocker            30        51     0        195          1         8   
dircrypt                 0       280     0         11         18         0   
dyre                     0         0   983          0          0         0   
fobber_v1                0         0     0        970          0         1   
fobber_v2                0        46     0          0         33         0   
gozi_gpl                 0         0     0          0          0       943   
gozi_luther              0         0     0          3          0         0   
gozi_nasa                0         1     0          0          0         0   
gozi_rfc4343             0         1     0          0          0         0   
kraken_v1               14         7     0         18          0         3   
kraken_v2               15        21     0          5         10         2   
locky                   36         1     0         52          0         5   
matsnu                   0         0     0          0          0         0   
murofet_v1               0         0     0          4          0         5   
murofet_v2               0         0     0          1          0         5   
murofet_v3               0         0     0          0          0         0   
