
Test Phase Duration: 0:04:31 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2366    0.5646    0.3334       983
     banjori     1.0000    1.0000    1.0000       983
       bedep     0.3367    0.5361    0.4137       983
    ccleaner     0.9810    0.9959    0.9884       983
      chinad     0.8482    0.5402    0.6600       983
     corebot     0.9978    0.9268    0.9610       983
cryptolocker     0.3333    0.0264    0.0490       983
    dircrypt     0.2105    0.0244    0.0438       983
        dyre     0.9980    1.0000    0.9990       983
   fobber_v1     0.6473    0.9522    0.7707       983
   fobber_v2     0.2291    0.3377    0.2730       983
    gozi_gpl     0.8574    0.8627    0.8600       983
 gozi_luther     0.6034    0.7955    0.6863       983
   gozi_nasa     0.6313    0.1394    0.2283       983
gozi_rfc4343     0.4127    0.6012    0.4894       983
   kraken_v1     0.7461    0.6338    0.6854       983
   kraken_v2     0.3544    0.1027    0.1593       983
       locky     0.1798    0.2482    0.2085       983
      matsnu     0.8011    0.9257    0.8589       983
  murofet_v1     0.8771    0.9369    0.9061       983
  murofet_v2     0.6697    0.9674    0.7915       983
  murofet_v3     1.0000    0.9868    0.9933       983
      necurs     0.1513    0.0468    0.0715       983
      nymaim     0.7927    0.7701    0.7812       983
    padcrypt     0.9321    0.8932    0.9122       983
        pizd     0.4314    0.4507    0.4408       983
 proslikefan     0.4010    0.1668    0.2356       983
      pushdo     0.6537    0.5972    0.6241       983
      pykspa     0.0000    0.0000    0.0000       983
pykspa_noise     0.1858    0.4903    0.2695       983
      qadars     0.6488    0.6653    0.6570       983
      qakbot     0.8929    0.0254    0.0495       983
       ramdo     0.8416    0.9674    0.9001       983
      ramnit     0.1949    0.1333    0.1583       983
  ranbyus_v1     0.4184    0.1200    0.1866       983
  ranbyus_v2     0.4152    0.6175    0.4965       983
      rovnix     0.7967    0.6897    0.7394       983
     shiotob     0.5319    0.5931    0.5608       983
       simda     0.3838    0.7843    0.5154       983
      sisron     0.9660    0.9552    0.9606       983
  suppobox_1     0.4234    0.4242    0.4238       983
  suppobox_2     0.7217    0.8810    0.7934       983
  suppobox_3     0.9328    0.9878    0.9595       983
       symmi     0.9470    0.9990    0.9723       983
  tempedreve     0.2545    0.1445    0.1843       983
       tinba     0.1619    0.0804    0.1074       983
  vawtrak_v1     0.8891    0.9949    0.9390       983
  vawtrak_v2     0.3803    0.7721    0.5096       983
  vawtrak_v3     0.3574    0.4486    0.3978       983
 zeus-newgoz     0.9989    0.9644    0.9814       983
       legit     0.8843    0.3733    0.5250       983

    accuracy                         0.5910     50133
   macro avg     0.5988    0.5910    0.5630     50133
weighted avg     0.5988    0.5910    0.5630     50133

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.562974  0.591008
Precision  0.598842  0.591008
Recall     0.591008  0.591008

Overall accuracy = 0.5910079189356312

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           555        0      0         0       0        0   
banjori             0      983      0         0       0        0   
bedep              55        0    527         0       0        0   
ccleaner            0        0      0       979       0        0   
chinad              0        0      4         4     531        0   
corebot             0        0      0         0       1      911   
cryptolocker       19        0     54         0       0        0   
dircrypt          197        0    392         0       1        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       1        0   
fobber_v2         494        0      0         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        0      1         0       0        0   
gozi_nasa           0        0      1         0       0        0   
gozi_rfc4343        0        0      5         0       0        0   
kraken_v1           0        0      4         0       0        0   
kraken_v2         128        0      6         0       1        0   
locky               1        0      4         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs              7        0     14         0       1        0   
nymaim              0        0      0         0       0        0   
padcrypt            0        0     20         0       0        0   
pizd                0        0      0         0       0        0   
proslikefan        46        0      1         0       0        0   
pushdo             68        0      0         0       0        0   
pykspa             60        0      0         0       0        0   
pykspa_noise       66        0      0         0       0        0   
qadars              6        0      0        12      31        0   
qakbot             24        0     86         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit            236        0    286         0       0        0   
ranbyus_v1          5        0     19         0       0        0   
ranbyus_v2          0        0     99         0       0        0   
rovnix              0        0      0         0       0        0   
shiotob            43        0     33         2      26        0   
simda              69        0      0         0       0        0   
sisron              6        0      0         0       6        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        0   
tempedreve        142        0      0         0       0        0   
tinba             103        0      9         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          6        0      0         0       0        0   
vawtrak_v3          0        0      0         0       0        0   
zeus-newgoz         0        0      0         0      27        2   
legit              10        0      0         1       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0         0     0          0        294         0   
banjori                  0         0     0          0          0         0   
bedep                    4        33     0          0         63         0   
ccleaner                 0         0     0          0          0         0   
chinad                   0         0     0          7          0         0   
corebot                  0         0     0          9          0         0   
cryptolocker            26         6     0         80         14         1   
dircrypt                 4        24     0          0        137         0   
dyre                     0         0   983          0          0         0   
fobber_v1                1         0     0        936          0         0   
fobber_v2                0         0     0          0        332         0   
gozi_gpl                 0         0     0          1          0       848   
gozi_luther              0         0     0          0          0         0   
gozi_nasa                0         0     0          0          1         0   
gozi_rfc4343             0         0     0          0          1         0   
kraken_v1                0         0     0          5          0         0   
kraken_v2                0         0     0          0         73         0   
locky                    5         0     0          7          0         2   
matsnu                   0         0     0          0          0         0   
murofet_v1               0         0     0          0          0         1   
murofet_v2               1         0     0          0          0         0   
murofet_v3               0         0     1          0          0         0   
necurs                   5         0     0         32          6         1   
nymaim                   0         0     0          0          0        31   
padcrypt                 0         7     0          3          0         1   
pizd                     0         0     0          0          0         0   
proslikefan              0         0     0          0         27         1   
pushdo                   0         0     0          0         23         0   
pykspa                   3         0     0          3         28         0   
pykspa_noise             2         0     0          1         31         0   
qadars                   0         1     0          3          5         0   
qakbot                   8         1     0        129         16         1   
ramdo                    2         0     0          0          0         0   
ramnit                   3        29     0          0        144         0   
ranbyus_v1               7         9     0         63          7         2   
ranbyus_v2               6         2     0        143          0         4   
rovnix                   0         0     0          1          0        96   
shiotob                  0         0     0         20         29         0   
simda                    0         0     0          0         36         0   
sisron                   0         0     0          0         12         0   
suppobox_1               0         0     0          0          0         0   
suppobox_2               0         0     0          0          0         0   
suppobox_3               0         0     0          0          0         0   
symmi                    0         0     0          0          0         0   
tempedreve               0         0     0          0         65         0   
tinba                    1         2     0          3        101         0   
vawtrak_v1               0         0     0          0          0         0   
vawtrak_v2               0         0     0          0          0         0   
vawtrak_v3               0         0     0          0          0         0   
zeus-newgoz              0         0     1          0          0         0   
legit                    0         0     0          0          4         0   

              gozi_luther  gozi_nasa  gozi_rfc4343  kraken_v1  kraken_v2  \
alureon                 0          0             0          2          8   
banjori                 0          0             0          0          0   
bedep                   7          0             0          7         12   
ccleaner                0          0             0          0          0   
chinad                  0          0             0          0          0   
corebot                 0          0             0          0          0   
cryptolocker            3          0             0          6          5   
dircrypt                7          2             2          6         10   
dyre                    0          0             0          0          0   
fobber_v1               0          0             0          1          0   
fobber_v2               0          0             0          4          8   
gozi_gpl                4          0             1          0          0   
gozi_luther           782          1           143          0          0   
gozi_nasa             187        137           510          0          0   
gozi_rfc4343          220         61           591          0          0   
kraken_v1               0          0             1        623         98   
kraken_v2               0          0             0        157        101   
locky                   2          0             0          2          1   
matsnu                  5          3            45          0          0   
murofet_v1              1          0             0          0          0   
murofet_v2              0          0             0          0          0   
murofet_v3              0          0             0          0          0   
necurs                  5          0             0          1          1   
nymaim                  4          2             3          0          0   
padcrypt               13          0             0          1          1   
pizd                    0          0             0          0          0   
proslikefan             0          0             0          1          1   
pushdo                  5          0             3          0          2   
pykspa                  0          0             0          2          0   
pykspa_noise            0          0             0          1          2   
qadars                  0          0             0          1          1   
qakbot                  2          0             0          8          1   
ramdo                   2          0             0          1          3   
ramnit                 14          1             0          3          9   
ranbyus_v1              1          0             0          3          5   
ranbyus_v2              6          0             1          1          1   
rovnix                 20          8           127          0          0   
shiotob                 0          0             0          0          2   
simda                   0          0             0          0          0   
sisron                  0          0             0          0          0   
suppobox_1              0          0             0          0          0   
suppobox_2              0          0             0          0          0   
suppobox_3              0          0             0          0          0   
symmi                   0          0             0          0          0   
tempedreve              0          0             0          0          1   
tinba                   1          0             0          3         11   
vawtrak_v1              0          0             0          0          0   
vawtrak_v2              0          0             0          0          0   
vawtrak_v3              1          0             0          0          0   
zeus-newgoz             0          0             0          0          0   
legit                   4          2             5          1          1   

              locky  matsnu  murofet_v1  murofet_v2  murofet_v3  necurs  \
alureon           0       0           0           0           0       0   
banjori           0       0           0           0           0       0   
bedep             1       0           0           0           0       0   
ccleaner          0       0           0           0           0       0   
chinad            1       0           0           4           0       0   
corebot           0       0           0           0           0       0   
cryptolocker    179       0           0         115           0      29   
dircrypt          0       0           0           0           0       0   
dyre              0       0           0           0           0       0   
fobber_v1         0       0           0           0           0       0   
fobber_v2         0       0           0           0           0       0   
gozi_gpl          0       0           0           0           0       0   
gozi_luther       0       9           0           0           0       0   
gozi_nasa         0      80           0           0           0       0   
gozi_rfc4343      0      51           0           0           0       0   
kraken_v1        28       0           0           0           0       1   
kraken_v2        41       0           0           0           0      21   
locky           244       0           0          82           0      42   
matsnu            0     910           0           0           0       0   
murofet_v1        1       0         921           4           0       0   
murofet_v2       23       0           0         951           0       0   
murofet_v3        0       0          12           0         970       0   
necurs          131       0           8          17           0      46   
nymaim            0      38           0           0           0       0   
padcrypt          0       0           0           0           0       2   
pizd              0       0           0           0           0       0   
proslikefan      11       0           0          78           0      20   
pushdo            3       3           0           0           0       1   
pykspa           10       0           0           1           0       7   
pykspa_noise     10       0           0           0           0       4   
qadars            2       0           0           0           0       0   
qakbot           48       0         107         117           0       5   
ramdo             8       0           0           0           0       0   
ramnit            0       0           0           0           0       0   
ranbyus_v1      362       0           0           1           0      69   
ranbyus_v2       31       0           0           6           0       2   
rovnix            0       3           0           0           0       0   
shiotob           0       0           0           0           0       0   
simda             3       0           0           0           0       2   
sisron            1       0           0           0           0       0   
suppobox_1        0       0           0           0           0       0   
suppobox_2        0       0           0           0           0       0   
suppobox_3        0       0           0           0           0       0   
symmi             0       0           0           0           0       0   
tempedreve        3       0           0           0           0       1   
tinba           216       0           0          43           0      52   
vawtrak_v1        0       0           0           0           0       0   
vawtrak_v2        0       1           0           0           0       0   
vawtrak_v3        0       1           0           0           0       0   
zeus-newgoz       0       0           2           0           0       0   
legit             0      40           0           1           0       0   

              nymaim  padcrypt  pizd  proslikefan  pushdo  pykspa  \
alureon            0         0     0            0      15       0   
banjori            0         0     0            0       0       0   
bedep              0         7     0            0      20       0   
ccleaner           0         3     0            0       0       0   
chinad             0         2     0            0       0       0   
corebot            0         0     0            0       0       0   
cryptolocker       4         6     2            1      21       0   
dircrypt           0         2     0            0      10       0   
dyre               0         0     0            0       0       0   
fobber_v1          0         1     2            0       0       0   
fobber_v2          0         0     0            0      15       1   
gozi_gpl          44         0     0            0       1       0   
gozi_luther        1         0     0            0       2       0   
gozi_nasa          1         0     0            0       1       0   
gozi_rfc4343       0         2     0            0       0       0   
kraken_v1          0         2     0            1       1       0   
kraken_v2          2         0     0           73      15       0   
locky              5         1     0           60      41       0   
matsnu             0         0     0            0       0       0   
murofet_v1         0         0     0            0       0       0   
murofet_v2         0         0     0            0       5       0   
murofet_v3         0         0     0            0       0       0   
necurs             8         1     0           81      46       0   
nymaim           757         0    33            0       1       0   
padcrypt           2       878     0            0       4       0   
pizd               0         0   443            0       0       0   
proslikefan        2         1     0          164       0       0   
pushdo            32         6     0            1     587       0   
pykspa             0         2     2            2       4       0   
pykspa_noise       1         0     1            1       2       0   
qadars             0         0     3            0       1       0   
qakbot             2         3     1            3       3       0   
ramdo              0         0     0            0       5       0   
ramnit             0         3     0            0      12       0   
ranbyus_v1        12         5     1            3      31       0   
ranbyus_v2         2         6     1            0       7       0   
rovnix             2         0     9            0       0       0   
shiotob            0         3     2            0       1       0   
simda             18         0     0            0      16       0   
sisron             0         0     0            0       0       0   
suppobox_1         0         0   470            0       0       0   
suppobox_2         0         0    42            0       0       0   
suppobox_3         0         0     7            0       0       0   
symmi              0         0     0            0       0       0   
tempedreve         2         0     1            1       3       0   
tinba              1         8     2           12      23       0   
vawtrak_v1         3         0     0            0       0       0   
vawtrak_v2         0         0     0            0       1       0   
vawtrak_v3         0         0     0            0       0       0   
zeus-newgoz        0         0     0            0       0       0   
legit             54         0     5            6       4       0   

              pykspa_noise  qadars  qakbot  ramdo  ramnit  ranbyus_v1  \
alureon                  0       0       0      0       9           0   
banjori                  0       0       0      0       0           0   
bedep                    0       0       0      0     163           1   
ccleaner                 0       1       0      0       0           0   
chinad                   0     186       0      0       0           0   
corebot                  0       0       0      0       0           0   
cryptolocker            89       0       0     14      45          49   
dircrypt                 0       0       0      0     101           1   
dyre                     0       0       0      0       0           0   
fobber_v1                0       0       0      0       0           0   
fobber_v2                0       0       0      0      18           0   
gozi_gpl                 0       0       0      0       0           0   
gozi_luther              0       0       0      0       1           0   
gozi_nasa                0       0       0      0       0           0   
gozi_rfc4343             0       0       0      0       0           0   
kraken_v1              159       0       0     22       1          10   
kraken_v2              160       0       0     29      13          10   
locky                   69       0       0     10       0          17   
matsnu                   0       0       0      0       0           0   
murofet_v1               0       0       1      0       0           0   
murofet_v2               0       0       0      0       0           0   
murofet_v3               0       0       0      0       0           0   
necurs                  44       0       1      3       1          32   
nymaim                   1       0       0      0       0           0   
padcrypt                 0       0       0      1       8           0   
pizd                     0       0       0      0       0           0   
proslikefan            254       1       0      1       0           0   
pushdo                   1       0       0      0       6           0   
pykspa                 468       1       0     21       0           2   
pykspa_noise           482       0       0     22       1           1   
qadars                  24     654       0      9       1           0   
qakbot                 130       1      25     35      18          10   
ramdo                    1       1       0    951       0           2   
ramnit                   0       0       1      0     131           0   
ranbyus_v1              29       1       0      8      37         118   
ranbyus_v2               0       0       0      1      17          23   
rovnix                   0       0       0      0       0           0   
shiotob                 59     152       0      0       8           0   
simda                    9       0       0      0       0           0   
sisron                   0       7       0      0       5           0   
suppobox_1               0       0       0      0       0           0   
suppobox_2               2       0       0      0       0           0   
suppobox_3               0       0       0      0       0           0   
symmi                    0       0       0      0       0           0   
tempedreve             458       0       0      0       5           0   
tinba                  135       0       0      3      82           6   
vawtrak_v1               1       0       0      0       0           0   
vawtrak_v2               0       0       0      0       0           0   
vawtrak_v3               0       0       0      0       0           0   
zeus-newgoz              0       1       0      0       0           0   
legit                   19       2       0      0       1           0   

              ranbyus_v2  rovnix  shiotob  simda  sisron  suppobox_1  \
alureon                0       0        0      1       0           0   
banjori                0       0        0      0       0           0   
bedep                  4       0       31      0       0           0   
ccleaner               0       0        0      0       0           0   
chinad                15       0      228      0       1           0   
corebot                0       0       14      0       0           0   
cryptolocker          76       0        6     13       5           3   
dircrypt               5       0        5      1       2           0   
dyre                   0       0        0      0       0           0   
fobber_v1             26       0        2      0       2           0   
fobber_v2              0       0        0      1       0           0   
gozi_gpl               2      72        0      5       1           0   
gozi_luther            0       2        0      0       0           0   
gozi_nasa              0      15        0      0       0           0   
gozi_rfc4343           0      15        0      0       0           0   
kraken_v1              0       0        1      8       1           0   
kraken_v2              1       0        0     60       0           0   
locky                200       0        0     97       3           0   
matsnu                 0       0        0      0       0           0   
murofet_v1            52       2        0      0       0           0   
murofet_v2             2       1        0      0       0           0   
murofet_v3             0       0        0      0       0           0   
necurs               287       1        1    116       0           0   
nymaim                 0      58        0     11       0          11   
padcrypt              15       0        7      0       0           2   
pizd                   0       0        0      0       0         456   
proslikefan            0       0        0    286       0           0   
pushdo                 0       0        0     15       0           0   
pykspa                 0       0        0    194       3           0   
pykspa_noise           0       0        0    189       1           1   
qadars                 0       0      193      1       0           0   
qakbot               113       1        2     27       2           0   
ramdo                  3       0        0      0       4           0   
ramnit                 0       0        2      0       1           0   
ranbyus_v1            53       0        4      3       1           1   
ranbyus_v2           607       1        4      0       2           0   
rovnix                 0     678        0      0       0           4   
shiotob                0       0      583      0       0           3   
simda                  0       0        0    771       0           0   
sisron                 0       0        0      0     939           0   
suppobox_1             0       0        0      0       0         417   
suppobox_2             0       0        0      0       0          73   
suppobox_3             0       5        0      0       0           0   
symmi                  0       0        0      0       0           0   
tempedreve             0       0        0     97       3           1   
tinba                  1       0        5     15       1           2   
vawtrak_v1             0       0        0      0       0           0   
vawtrak_v2             0       0        0      0       0           0   
vawtrak_v3             0       0        0      0       0           0   
zeus-newgoz            0       0        2      0       0           0   
legit                  0       0        6     98       0          11   

              suppobox_2  suppobox_3  symmi  tempedreve  tinba  vawtrak_v1  \
alureon                0           0      0           0      0           0   
banjori                0           0      0           0      0           0   
bedep                  0           0      0           0     42           0   
ccleaner               0           0      0           0      0           0   
chinad                 0           0      0           0      0           0   
corebot                0           0     47           0      0           0   
cryptolocker           0           0      0          32     74           3   
dircrypt               0           0      0           0     29           0   
dyre                   0           0      0           0      0           0   
fobber_v1              0           7      4           0      0           0   
fobber_v2              0           0      0           0      0           0   
gozi_gpl               0           1      0           0      0           0   
gozi_luther            0           1      0           0      0           0   
gozi_nasa              0           0      0           0      0           0   
gozi_rfc4343           0           0      0           0      0           0   
kraken_v1              0           1      0           8      0           0   
kraken_v2              0           0      0          15     26          18   
locky                  0           1      0          47     21          15   
matsnu                 0           0      0           0      0           0   
murofet_v1             0           0      0           0      0           0   
murofet_v2             0           0      0           0      0           0   
murofet_v3             0           0      0           0      0           0   
necurs                 0           1      0          12     49          21   
nymaim                11           6      0           0      0           3   
padcrypt               0           7      0           0      5           0   
pizd                  81           3      0           0      0           0   
proslikefan           18           0      0          25      8          11   
pushdo                 0           0      0           2      0           1   
pykspa                27           1      1         106      4           2   
pykspa_noise          30           0      0          95      0           0   
qadars                 0           1      0           4      1          27   
qakbot                 3           1      1          35      7           0   
ramdo                  0           0      0           0      0           0   
ramnit                 0           0      0           0     21           0   
ranbyus_v1             1           0      0           8    105           4   
ranbyus_v2             0           2      0           0      7           0   
rovnix                 0          35      0           0      0           0   
shiotob                3           0      0           1      5           0   
simda                  0           0      0           0      0           1   
sisron                 0           0      0           2      4           0   
suppobox_1            96           0      0           0      0           0   
suppobox_2           866           0      0           0      0           0   
suppobox_3             0         971      0           0      0           0   
symmi                  0           1    982           0      0           0   
tempedreve            17           0      1         142      0           9   
tinba                  3           0      1          24     79           7   
vawtrak_v1             0           0      0           0      1         978   
vawtrak_v2             0           0      0           0      0           0   
vawtrak_v3             0           0      0           0      0           0   
zeus-newgoz            0           0      0           0      0           0   
legit                 44           1      0           0      0           0   

              vawtrak_v2  vawtrak_v3  zeus-newgoz  legit  
alureon               70          29            0      0  
banjori                0           0            0      0  
bedep                  1           5            0      0  
ccleaner               0           0            0      0  
chinad                 0           0            0      0  
corebot                0           0            1      0  
cryptolocker           2           1            0      0  
dircrypt              30          15            0      0  
dyre                   0           0            0      0  
fobber_v1              0           0            0      0  
