
Test Phase Duration: 0:04:58 (HH:MM:SS)

Class report: 
              precision    recall  f1-score   support

     alureon     0.2400    0.7742    0.3664       983
     banjori     1.0000    1.0000    1.0000       983
       bedep     0.3495    0.8057    0.4875       983
    ccleaner     0.9889    0.9969    0.9929       983
      chinad     0.8190    0.7965    0.8076       983
     corebot     0.9990    0.9776    0.9882       983
cryptolocker     0.2601    0.0590    0.0962       983
    dircrypt     0.2464    0.0173    0.0323       983
        dyre     0.9990    1.0000    0.9995       983
   fobber_v1     0.5476    0.9532    0.6956       983
   fobber_v2     0.1831    0.1170    0.1428       983
    gozi_gpl     0.7605    0.9369    0.8396       983
 gozi_luther     0.6348    0.8098    0.7117       983
   gozi_nasa     0.4080    0.1760    0.2459       983
gozi_rfc4343     0.5224    0.3204    0.3972       983
   kraken_v1     0.7718    0.5677    0.6542       983
   kraken_v2     0.3313    0.2828    0.3052       983
       locky     0.1667    0.0153    0.0280       983
      matsnu     0.7635    0.9654    0.8527       983
  murofet_v1     0.7544    0.9939    0.8578       983
  murofet_v2     0.6434    0.9746    0.7751       983
  murofet_v3     1.0000    0.9949    0.9975       983
      necurs     0.1535    0.0356    0.0578       983
      nymaim     0.9013    0.6501    0.7553       983
    padcrypt     0.8949    0.9705    0.9312       983
        pizd     0.4310    0.7813    0.5555       983
 proslikefan     0.3389    0.3082    0.3229       983
      pushdo     0.6692    0.7040    0.6862       983
      pykspa     0.2033    0.1607    0.1795       983
pykspa_noise     0.1940    0.0661    0.0986       983
      qadars     0.5206    0.8362    0.6417       983
      qakbot     0.5473    0.0824    0.1432       983
       ramdo     0.7684    0.9959    0.8675       983
      ramnit     0.1790    0.1282    0.1494       983
  ranbyus_v1     0.2077    0.2909    0.2424       983
  ranbyus_v2     0.3337    0.6389    0.4384       983
      rovnix     0.5395    0.8057    0.6463       983
     shiotob     0.6335    0.1231    0.2061       983
       simda     0.4512    0.7243    0.5560       983
      sisron     0.9700    0.9878    0.9788       983
  suppobox_1     0.4545    0.1424    0.2169       983
  suppobox_2     0.7082    0.7579    0.7322       983
  suppobox_3     0.8759    0.9837    0.9267       983
       symmi     0.9534    0.9990    0.9757       983
  tempedreve     0.2473    0.0946    0.1369       983
       tinba     0.0000    0.0000    0.0000       983
  vawtrak_v1     0.8713    0.9990    0.9308       983
  vawtrak_v2     0.6315    0.4323    0.5133       983
  vawtrak_v3     0.4279    0.8210    0.5626       983
 zeus-newgoz     0.9780    0.9929    0.9854       983
       legit     0.7146    0.3235    0.4454       983

    accuracy                         0.5955     50133
   macro avg     0.5723    0.5955    0.5521     50133
weighted avg     0.5723    0.5955    0.5521     50133

F1 Score, Precision and Recall: 
              Macro     Micro
F1 Score   0.552082  0.595516
Precision  0.572338  0.595516
Recall     0.595516  0.595516

Overall accuracy = 0.5955159276324976

Confusion matrix:
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
alureon           761        0      4         0       0        0   
banjori             0      983      0         0       0        0   
bedep              53        0    792         0       0        0   
ccleaner            0        0      0       980       0        0   
chinad              0        0      5         1     783        0   
corebot             0        0      0         0       0      961   
cryptolocker       24        0     88         0       0        0   
dircrypt          260        0    501         0       1        0   
dyre                0        0      0         0       0        0   
fobber_v1           0        0      0         0       0        0   
fobber_v2         744        0      2         0       0        0   
gozi_gpl            0        0      0         0       0        0   
gozi_luther         0        0      1         0       0        0   
gozi_nasa           1        0      0         0       0        0   
gozi_rfc4343        0        0      3         0       0        0   
kraken_v1          13        0     31         0       0        0   
kraken_v2         180        0     45         0       0        0   
locky               0        0      2         0       0        0   
matsnu              0        0      0         0       0        0   
murofet_v1          0        0      0         0       0        0   
murofet_v2          0        0      0         0       0        0   
murofet_v3          0        0      0         0       0        0   
necurs             10        0     14         0       2        1   
nymaim              0        0      0         0       0        0   
padcrypt            0        0      0         0       1        0   
pizd                0        0      0         0       0        0   
proslikefan        68        0      0         0       0        0   
pushdo             49        0      7         0       0        0   
pykspa             60        0      0         0       0        0   
pykspa_noise       64        0      1         0       0        0   
qadars              9        0      5         4      64        0   
qakbot             34        0     77         0       0        0   
ramdo               0        0      0         0       0        0   
ramnit            291        0    388         0       0        0   
ranbyus_v1          3        0     74         0       0        0   
ranbyus_v2          0        0    106         0       0        0   
rovnix              0        0      0         0       0        0   
shiotob            45        0     77         2     104        0   
simda             100        0      0         0       0        0   
sisron              0        0      2         0       0        0   
suppobox_1          0        0      0         0       0        0   
suppobox_2          0        0      0         0       0        0   
suppobox_3          0        0      0         0       0        0   
symmi               0        0      0         0       0        0   
tempedreve        193        0      0         0       0        0   
tinba             189        0     39         0       0        0   
vawtrak_v1          0        0      0         0       0        0   
vawtrak_v2          8        0      0         0       0        0   
vawtrak_v3          0        0      0         0       0        0   
zeus-newgoz         0        0      0         0       1        0   
legit              12        0      2         4       0        0   

              cryptolocker  dircrypt  dyre  fobber_v1  fobber_v2  gozi_gpl  \
alureon                  0         0     0          0        120         0   
banjori                  0         0     0          0          0         0   
bedep                    0        11     0          1          4         0   
ccleaner                 0         0     0          0          0         0   
chinad                   0         0     0          7          0         0   
corebot                  0         0     0          0          0         0   
cryptolocker            58         5     0        117          1         6   
dircrypt                 0        17     0          0         35         0   
dyre                     0         0   983          0          0         0   
fobber_v1                0         0     0        937          0         0   
fobber_v2                0         2     0          0        115         0   
gozi_gpl                 0         0     0          0          0       921   
gozi_luther              0         0     0          0          0         0   
gozi_nasa                0         0     0          0          0         0   
gozi_rfc4343             0         2     0          0          0         0   
kraken_v1                0         2     0          0         13         0   
kraken_v2                2         2     0          0         30         0   
locky                   34         0     0          3          0         4   
matsnu                   0         0     0          0          0         0   
murofet_v1               0         0     0          0          0         3   
murofet_v2               3         0     0          0          0         5   
murofet_v3               0         0     1          0          0         0   
necurs                  20         0     0         22          2         3   
nymaim                   0         0     0          1          0       104   
padcrypt                 0        13     0          2          0         1   
pizd                     0         0     0          0          0         0   
proslikefan              0         0     0          1          7         0   
pushdo                   9         1     0          0         35         0   
pykspa                   2         0     0         74         24         0   
pykspa_noise             0         1     0         67         26         0   
qadars                   0         1     0          8          0         0   
qakbot                   3         0     0         99          6         1   
ramdo                    0         0     0          0          0         0   
ramnit                   0         5     0          0         74         0   
ranbyus_v1              37         1     0         78          0         3   
ranbyus_v2               9         0     0        133          0         3   
rovnix                   0         0     0          1          0       143   
shiotob                  0         0     0         47          4         0   
simda                    1         0     0          0         35         5   
sisron                   0         0     0          0          0         0   
suppobox_1               0         0     0          0          0         0   
suppobox_2               0         0     0          0          0         0   
suppobox_3               0         0     0          0          0         0   
symmi                    0         0     0          1          0         0   
tempedreve               0         0     0         43         26         0   
tinba                   45         6     0         69         23         1   
vawtrak_v1               0         0     0          0          0         0   
vawtrak_v2               0         0     0          0         34         0   
vawtrak_v3               0         0     0          0          9         0   
zeus-newgoz              0         0     0          0          0         0   
legit                    0         0     0          0          5         8   

              gozi_luther  gozi_nasa  gozi_rfc4343  kraken_v1  kraken_v2  \
alureon                 1          0             0          3          0   
banjori                 0          0             0          0          0   
bedep                   4          2             0          8          0   
ccleaner                0          0             0          0          0   
chinad                  0          0             0          0          0   
corebot                 0          0             0          0          0   
cryptolocker            2          0             0          4         23   
dircrypt                8          1             0          2          3   
dyre                    0          0             0          0          0   
fobber_v1               0          0             0          1          0   
fobber_v2               0          0             0          3          1   
gozi_gpl                0          0             0          0          0   
gozi_luther           796         52            15          0          0   
gozi_nasa             196        173           247          0          0   
gozi_rfc4343          193        159           315          1          0   
kraken_v1               1          0             0        558        293   
kraken_v2               0          0             0         87        278   
locky                   0          0             0          1         23   
matsnu                  3         16             8          0          0   
murofet_v1              0          0             0          0          0   
murofet_v2              0          0             0          0          0   
murofet_v3              0          0             0          0          0   
necurs                  2          0             0          2          3   
nymaim                  2          4             2          0          0   
padcrypt                2          0             0          0          0   
pizd                    0          0             0          0          0   
proslikefan             0          0             0          2         33   
pushdo                 13          3             0          1          0   
pykspa                  1          0             0          4         24   
pykspa_noise            0          0             0          1         26   
qadars                  2          0             0          2          3   
qakbot                  1          0             0         13         24   
ramdo                   0          0             0          1          0   
ramnit                  9          1             0          7          2   
ranbyus_v1              2          0             0          8          6   
ranbyus_v2              5          1             0          2          0   
rovnix                  6          2            14          0          0   
shiotob                 0          0             0          0          0   
simda                   0          0             0          0          0   
sisron                  0          0             0          0          0   
suppobox_1              0          0             0          0          0   
suppobox_2              0          0             0          0          0   
suppobox_3              0          0             0          0          0   
symmi                   0          0             0          0          0   
tempedreve              0          0             0          6         77   
tinba                   0          0             0          5         19   
vawtrak_v1              0          0             0          0          0   
vawtrak_v2              0          0             0          0          0   
vawtrak_v3              1          0             0          0          0   
zeus-newgoz             0          0             0          0          0   
legit                   4         10             2          1          1   

